num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
9187,2023,1,2,00:00 a 05:59,Mañana,Octubre,Domingo,Chiquimula,Chiquimula,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ebrio,Mayor,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Colisión
9188,2023,1,20,18:00 a 23:59,Noche,Octubre,Domingo,Chiquimula,San José la Arada,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Camioneta,Kia,Gris,Ignorado,Ignorado,Colisión
9189,2023,1,20,18:00 a 23:59,Noche,Octubre,Domingo,Chiquimula,San José la Arada,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Mitsubishi,Corinto,Ignorado,Ignorado,Colisión
9190,2023,1,0,00:00 a 05:59,Mañana,Octubre,Domingo,Escuintla,Escuintla,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Bajaj,Negro,2016,2010-2019,Colisión
9191,2023,1,0,00:00 a 05:59,Mañana,Octubre,Domingo,Escuintla,Escuintla,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Honda,Blanco,2015,2010-2019,Colisión
9192,2023,1,19,18:00 a 23:59,Noche,Octubre,Domingo,Escuintla,Escuintla,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Bus urbano,Internacional,Amarillo,2002,2000-2009,Colisión
9193,2023,1,19,18:00 a 23:59,Noche,Octubre,Domingo,Escuintla,Escuintla,Ignorado,Hombre,53,50-54,50-54,50 - 54,Ignorado,Mayor,Motocicleta,Haojue,Corinto,Ignorado,Ignorado,Colisión
9194,2023,1,0,00:00 a 05:59,Mañana,Octubre,Domingo,Suchitepéquez,Mazatenango,Ignorado,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Toyota,Gris,Ignorado,Ignorado,Choque
9195,2023,1,6,06:00 a 11:59,Mañana,Octubre,Domingo,Huehuetenango,Huehuetenango,Ignorado,Hombre,43,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Ignorado,Rojo,2021,2020-2029,Colisión
9196,2023,1,6,06:00 a 11:59,Mañana,Octubre,Domingo,Huehuetenango,Huehuetenango,5,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9197,2023,1,19,18:00 a 23:59,Noche,Octubre,Domingo,Baja Verapaz,Rabinal,Ignorado,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Derrape
9198,2023,1,11,06:00 a 11:59,Mañana,Octubre,Domingo,El Progreso,Sanarate,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión
9199,2023,1,11,06:00 a 11:59,Mañana,Octubre,Domingo,El Progreso,Sanarate,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9200,2023,1,0,00:00 a 05:59,Mañana,Octubre,Domingo,Sacatepéquez,Sumpango,Ignorado,Hombre,39,35-39,35-39,35 - 39,Ebrio,Mayor,Camioneta,Kia,Ignorado,Ignorado,Ignorado,Colisión
9201,2023,1,0,00:00 a 05:59,Mañana,Octubre,Domingo,Sacatepéquez,Sumpango,Ignorado,Hombre,45,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,United Motors (UM),Gris,Ignorado,Ignorado,Colisión
9202,2023,1,13,12:00 a 17:59,Tarde,Octubre,Domingo,Sacatepéquez,San Bartolomé Milpas Altas,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Derrape
9203,2023,2,13,12:00 a 17:59,Tarde,Octubre,Lunes,Guatemala,Palencia,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Hyundai,Rojo,2021,2020-2029,Colisión
9204,2023,2,13,12:00 a 17:59,Tarde,Octubre,Lunes,Guatemala,Palencia,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9205,2023,2,17,12:00 a 17:59,Tarde,Octubre,Lunes,Guatemala,Guatemala,6,Hombre,53,50-54,50-54,50 - 54,Ignorado,Mayor,Motocicleta,Italika,Negro,2021,2020-2029,Colisión
9206,2023,2,17,12:00 a 17:59,Tarde,Octubre,Lunes,Guatemala,Guatemala,6,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,2022,2020-2029,Colisión
9207,2023,2,0,00:00 a 05:59,Mañana,Octubre,Lunes,Guatemala,Guatemala,7,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9208,2023,2,0,00:00 a 05:59,Mañana,Octubre,Lunes,Guatemala,Guatemala,7,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9209,2023,2,10,06:00 a 11:59,Mañana,Octubre,Lunes,Guatemala,Mixco,4,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
9210,2023,2,0,00:00 a 05:59,Mañana,Octubre,Lunes,Escuintla,Escuintla,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9211,2023,2,0,00:00 a 05:59,Mañana,Octubre,Lunes,Escuintla,Escuintla,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9212,2023,2,5,00:00 a 05:59,Mañana,Octubre,Lunes,Escuintla,San José,Ignorado,Hombre,54,50-54,50-54,50 - 54,Ignorado,Mayor,Cabezal,Ignorado,Blanco,Ignorado,Ignorado,Colisión
9213,2023,2,5,00:00 a 05:59,Mañana,Octubre,Lunes,Escuintla,San José,Ignorado,Hombre,54,50-54,50-54,50 - 54,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9214,2023,2,19,18:00 a 23:59,Noche,Octubre,Lunes,Escuintla,Masagua,Ignorado,Hombre,48,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
9215,2023,2,7,06:00 a 11:59,Mañana,Octubre,Lunes,Santa Rosa,Cuilapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Ignorado,Rojo,Ignorado,Ignorado,Colisión
9216,2023,2,7,06:00 a 11:59,Mañana,Octubre,Lunes,Santa Rosa,Cuilapa,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisión
9217,2023,2,18,18:00 a 23:59,Noche,Octubre,Lunes,Suchitepéquez,Mazatenango,1,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Pick up,Toyota,Gris,2018,2010-2019,Colisión
9218,2023,2,18,18:00 a 23:59,Noche,Octubre,Lunes,Suchitepéquez,Mazatenango,1,Hombre,57,55-59,55-59,55 - 59,Ignorado,Mayor,Motocicleta,Honda,Negro,2012,2010-2019,Colisión
9219,2023,2,11,06:00 a 11:59,Mañana,Octubre,Lunes,Retalhuleu,Nuevo San Carlos,Ignorado,Mujer,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9220,2023,2,11,06:00 a 11:59,Mañana,Octubre,Lunes,Retalhuleu,Nuevo San Carlos,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9221,2023,2,10,06:00 a 11:59,Mañana,Octubre,Lunes,Izabal,Puerto Barrios,Ignorado,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Yamaha,Ignorado,Ignorado,Ignorado,Colisión
9222,2023,2,10,06:00 a 11:59,Mañana,Octubre,Lunes,Izabal,Puerto Barrios,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9223,2023,2,17,12:00 a 17:59,Tarde,Octubre,Lunes,Petén,Dolores,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Cabezal,Freightliner,Blanco,Ignorado,Ignorado,Colisión
9224,2023,2,17,12:00 a 17:59,Tarde,Octubre,Lunes,Petén,Dolores,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9225,2023,3,6,06:00 a 11:59,Mañana,Octubre,Martes,Guatemala,Guatemala,1,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Italika,Negro,2020,2020-2029,Colisión
9226,2023,3,6,06:00 a 11:59,Mañana,Octubre,Martes,Guatemala,Guatemala,1,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Asia Hero,Azul,2023,2020-2029,Colisión
9227,2023,3,9,06:00 a 11:59,Mañana,Octubre,Martes,Guatemala,Guatemala,1,Hombre,41,40-44,40-44,40 - 44,No Ebrio,Mayor,Automóvil,Toyota,Verde,2014,2010-2019,Colisión
9228,2023,3,9,06:00 a 11:59,Mañana,Octubre,Martes,Guatemala,Guatemala,1,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,2012,2010-2019,Colisión
9229,2023,3,18,18:00 a 23:59,Noche,Octubre,Martes,Guatemala,Guatemala,1,Hombre,41,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Hyundai,Blanco,2018,2010-2019,Colisión
9230,2023,3,18,18:00 a 23:59,Noche,Octubre,Martes,Guatemala,Guatemala,1,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Negro,2024,2020-2029,Colisión
9231,2023,3,20,18:00 a 23:59,Noche,Octubre,Martes,Guatemala,San José Pinula,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Mazda,Gris,2015,2010-2019,Colisión
9232,2023,3,20,18:00 a 23:59,Noche,Octubre,Martes,Guatemala,San José Pinula,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Negro,2011,2010-2019,Colisión
9233,2023,3,14,12:00 a 17:59,Tarde,Octubre,Martes,Guatemala,Guatemala,7,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Bajaj,Blanco,2016,2010-2019,Colisión
9234,2023,3,14,12:00 a 17:59,Tarde,Octubre,Martes,Guatemala,Guatemala,7,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Azul,2018,2010-2019,Colisión
9235,2023,3,0,00:00 a 05:59,Mañana,Octubre,Martes,Guatemala,Amatitlán,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisión
9236,2023,3,0,00:00 a 05:59,Mañana,Octubre,Martes,Guatemala,Amatitlán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9237,2023,3,20,18:00 a 23:59,Noche,Octubre,Martes,Santa Rosa,Chiquimulilla,Ignorado,Hombre,49,45-49,45-49,45 - 49,Ignorado,Mayor,Camioneta,Ignorado,Gris,2012,2010-2019,Colisión
9238,2023,3,20,18:00 a 23:59,Noche,Octubre,Martes,Santa Rosa,Chiquimulilla,Ignorado,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Italika,Gris,2012,2010-2019,Colisión
9239,2023,3,7,06:00 a 11:59,Mañana,Octubre,Martes,Retalhuleu,San Felipe Retalhuleu,Ignorado,Hombre,45,45-49,45-49,45 - 49,Ignorado,Mayor,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9240,2023,3,7,06:00 a 11:59,Mañana,Octubre,Martes,Retalhuleu,San Felipe Retalhuleu,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Colisión
9241,2023,3,17,12:00 a 17:59,Tarde,Octubre,Martes,Retalhuleu,Nuevo San Carlos,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Ignorado,Azul,Ignorado,Ignorado,Colisión
9242,2023,3,17,12:00 a 17:59,Tarde,Octubre,Martes,Retalhuleu,Nuevo San Carlos,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9243,2023,3,5,00:00 a 05:59,Mañana,Octubre,Martes,Alta Verapaz,San Cristóbal Verapaz,Ignorado,Hombre,31,30-34,30-34,30 - 34,Ebrio,Mayor,Automóvil,Honda,Ignorado,1998,1990-1999,Colisión
9244,2023,3,5,00:00 a 05:59,Mañana,Octubre,Martes,Alta Verapaz,San Cristóbal Verapaz,Ignorado,Hombre,52,50-54,50-54,50 - 54,Ignorado,Mayor,Pick up,Toyota,Ignorado,2011,2010-2019,Colisión
9245,2023,3,16,12:00 a 17:59,Tarde,Octubre,Martes,Petén,Santa Ana,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Cabezal,Freightliner,Negro,Ignorado,Ignorado,Colisión
9246,2023,3,16,12:00 a 17:59,Tarde,Octubre,Martes,Petén,Santa Ana,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9247,2023,3,12,12:00 a 17:59,Tarde,Octubre,Martes,Chimaltenango,Tecpán Guatemala,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Camioneta,Ford,Anaranjado,Ignorado,Ignorado,Colisión
9248,2023,3,12,12:00 a 17:59,Tarde,Octubre,Martes,Chimaltenango,Tecpán Guatemala,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Camioneta,Honda,Negro,Ignorado,Ignorado,Colisión
9249,2023,3,8,06:00 a 11:59,Mañana,Octubre,Martes,Sacatepéquez,Sumpango,Ignorado,Hombre,41,40-44,40-44,40 - 44,Ignorado,Mayor,Pick up,Ignorado,Blanco,Ignorado,Ignorado,Colisión
9250,2023,3,8,06:00 a 11:59,Mañana,Octubre,Martes,Sacatepéquez,Sumpango,Ignorado,Hombre,43,40-44,40-44,40 - 44,Ignorado,Mayor,Pick up,Ignorado,Rojo,Ignorado,Ignorado,Colisión
9251,2023,4,12,12:00 a 17:59,Tarde,Octubre,Miércoles,Guatemala,San José del Golfo,Ignorado,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Cabezal,Freightliner,Blanco,1999,1990-1999,Embarrancó
9252,2023,4,18,18:00 a 23:59,Noche,Octubre,Miércoles,Guatemala,Guatemala,18,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Moto taxi,Ignorado,Ignorado,Ignorado,Ignorado,Embarrancó
9253,2023,4,8,06:00 a 11:59,Mañana,Octubre,Miércoles,Guatemala,Guatemala,12,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Toyota,Beige,1991,1990-1999,Colisión
9254,2023,4,8,06:00 a 11:59,Mañana,Octubre,Miércoles,Guatemala,Guatemala,12,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Bajaj,Rojo,2008,2000-2009,Colisión
9255,2023,4,11,06:00 a 11:59,Mañana,Octubre,Miércoles,Guatemala,Guatemala,12,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Honda,Negro,Ignorado,Ignorado,Colisión
9256,2023,4,11,06:00 a 11:59,Mañana,Octubre,Miércoles,Guatemala,Guatemala,12,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Bajaj,Negro,Ignorado,Ignorado,Colisión
9257,2023,4,14,12:00 a 17:59,Tarde,Octubre,Miércoles,Guatemala,Guatemala,7,Mujer,34,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Toyota,Rojo,Ignorado,Ignorado,Colisión
9258,2023,4,14,12:00 a 17:59,Tarde,Octubre,Miércoles,Guatemala,Guatemala,7,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión
9259,2023,4,19,18:00 a 23:59,Noche,Octubre,Miércoles,Guatemala,Mixco,4,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Negro,2022,2020-2029,Colisión
9260,2023,4,19,18:00 a 23:59,Noche,Octubre,Miércoles,Guatemala,Mixco,4,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,2024,2020-2029,Colisión
9261,2023,4,17,12:00 a 17:59,Tarde,Octubre,Miércoles,Jutiapa,Asunción Mita,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
9262,2023,4,19,18:00 a 23:59,Noche,Octubre,Miércoles,Zacapa,Zacapa,Ignorado,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Camión,Kenworth,Rojo,Ignorado,Ignorado,Colisión
9263,2023,4,19,18:00 a 23:59,Noche,Octubre,Miércoles,Zacapa,Zacapa,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Serpento,Rojo,Ignorado,Ignorado,Colisión
9264,2023,4,19,18:00 a 23:59,Noche,Octubre,Miércoles,Zacapa,Gualán,Ignorado,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Suzuki,Ignorado,Ignorado,Ignorado,Colisión
9265,2023,4,19,18:00 a 23:59,Noche,Octubre,Miércoles,Zacapa,Gualán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9266,2023,4,21,18:00 a 23:59,Noche,Octubre,Miércoles,Izabal,Los Amates,Ignorado,Mujer,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Derrape
9267,2023,4,20,18:00 a 23:59,Noche,Octubre,Miércoles,Petén,San Benito,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión
9268,2023,4,20,18:00 a 23:59,Noche,Octubre,Miércoles,Petén,San Benito,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9269,2023,5,7,06:00 a 11:59,Mañana,Octubre,Jueves,Guatemala,Guatemala,2,Mujer,69,65-69,60 y más,65 - 69,No Ebrio,Mayor,Camioneta,Honda,Blanco,2016,2010-2019,Colisión
9270,2023,5,7,06:00 a 11:59,Mañana,Octubre,Jueves,Guatemala,Guatemala,2,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Vento,Negro,2021,2020-2029,Colisión
9271,2023,5,18,18:00 a 23:59,Noche,Octubre,Jueves,Guatemala,Guatemala,2,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Toyota,Verde,1994,1990-1999,Colisión
9272,2023,5,18,18:00 a 23:59,Noche,Octubre,Jueves,Guatemala,Guatemala,2,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisión
9273,2023,5,22,18:00 a 23:59,Noche,Octubre,Jueves,Guatemala,Guatemala,18,Hombre,25,25-29,25-29,25 - 29,Ebrio,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Choque
9274,2023,5,21,18:00 a 23:59,Noche,Octubre,Jueves,Guatemala,Guatemala,18,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Honda,Ignorado,Ignorado,Ignorado,Colisión
9275,2023,5,21,18:00 a 23:59,Noche,Octubre,Jueves,Guatemala,Guatemala,18,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Italika,Blanco,Ignorado,Ignorado,Colisión
9276,2023,5,22,18:00 a 23:59,Noche,Octubre,Jueves,Guatemala,Guatemala,16,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Mazda,Negro,2011,2010-2019,Choque
9277,2023,5,0,00:00 a 05:59,Mañana,Octubre,Jueves,Guatemala,Guatemala,7,Hombre,45,45-49,45-49,45 - 49,Ebrio,Mayor,Automóvil,Mazda,Gris,2011,2010-2019,Colisión
9278,2023,5,0,00:00 a 05:59,Mañana,Octubre,Jueves,Guatemala,Guatemala,7,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Mazda,Rojo,Ignorado,Ignorado,Colisión
9279,2023,5,0,00:00 a 05:59,Mañana,Octubre,Jueves,Guatemala,Guatemala,7,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Honda,Corinto,Ignorado,Ignorado,Colisión
9280,2023,5,0,00:00 a 05:59,Mañana,Octubre,Jueves,Guatemala,Guatemala,7,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Mazda,Gris,Ignorado,Ignorado,Colisión
9281,2023,5,9,06:00 a 11:59,Mañana,Octubre,Jueves,Guatemala,Guatemala,7,Mujer,56,55-59,55-59,55 - 59,Ignorado,Mayor,Automóvil,Honda,Gris,Ignorado,Ignorado,Colisión
9282,2023,5,9,06:00 a 11:59,Mañana,Octubre,Jueves,Guatemala,Guatemala,7,Hombre,41,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión
9283,2023,5,16,12:00 a 17:59,Tarde,Octubre,Jueves,Guatemala,Villa Nueva,2,Mujer,34,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Mazda,Negro,2008,2000-2009,Colisión
9284,2023,5,16,12:00 a 17:59,Tarde,Octubre,Jueves,Guatemala,Villa Nueva,2,Hombre,13,Menor de 15,Menor de 15,10 - 14,Ignorado,Menor,Motocicleta,Freedom,Blanco,2016,2010-2019,Colisión
9285,2023,5,0,00:00 a 05:59,Mañana,Octubre,Jueves,Jutiapa,Jutiapa,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Honda,Beige,Ignorado,Ignorado,Colisión
9286,2023,5,0,00:00 a 05:59,Mañana,Octubre,Jueves,Jutiapa,Jutiapa,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisión
9287,2023,5,8,06:00 a 11:59,Mañana,Octubre,Jueves,Jutiapa,Agua Blanca,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Gris,2007,2000-2009,Derrape
9288,2023,5,5,00:00 a 05:59,Mañana,Octubre,Jueves,Jalapa,Mataquescuintla,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9289,2023,5,5,00:00 a 05:59,Mañana,Octubre,Jueves,Jalapa,Mataquescuintla,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Ignorado,Gris,Ignorado,Ignorado,Colisión
9290,2023,5,5,00:00 a 05:59,Mañana,Octubre,Jueves,Zacapa,Usumatlán,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Freedom,Rojo,Ignorado,Ignorado,Colisión
9291,2023,5,7,06:00 a 11:59,Mañana,Octubre,Jueves,Escuintla,Palín,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Pick up,Mazda,Blanco,Ignorado,Ignorado,Choque
9292,2023,5,0,00:00 a 05:59,Mañana,Octubre,Jueves,Alta Verapaz,Chisec,Ignorado,Hombre,57,55-59,55-59,55 - 59,Ignorado,Mayor,Camión,Hino,Blanco,Ignorado,Ignorado,Colisión
9293,2023,5,0,00:00 a 05:59,Mañana,Octubre,Jueves,Alta Verapaz,Chisec,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Movesa,Negro,Ignorado,Ignorado,Colisión
9294,2023,5,18,18:00 a 23:59,Noche,Octubre,Jueves,El Progreso,San Agustín Acasaguastlán,Ignorado,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Yamaha,Rojo,2021,2020-2029,Colisión
9295,2023,5,18,18:00 a 23:59,Noche,Octubre,Jueves,El Progreso,San Agustín Acasaguastlán,Ignorado,Hombre,14,Menor de 15,Menor de 15,10 - 14,Ignorado,Menor,Motocicleta,Honda,Rojo,2022,2020-2029,Colisión
9296,2023,5,11,06:00 a 11:59,Mañana,Octubre,Jueves,Sacatepéquez,San Miguel Dueñas,Ignorado,Hombre,71,70-74,60 y más,70 - 74,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
9297,2023,6,0,00:00 a 05:59,Mañana,Octubre,Viernes,Guatemala,Guatemala,13,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Mazda,Azul,2010,2010-2019,Colisión
9298,2023,6,0,00:00 a 05:59,Mañana,Octubre,Viernes,Guatemala,Guatemala,13,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Suzuki,Azul,2022,2020-2029,Colisión
9299,2023,6,14,12:00 a 17:59,Tarde,Octubre,Viernes,Guatemala,Guatemala,5,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Kawasaki,Negro,2011,2010-2019,Derrape
9300,2023,6,18,18:00 a 23:59,Noche,Octubre,Viernes,Guatemala,Guatemala,Ignorado,Mujer,36,35-39,35-39,35 - 39,Ignorado,Mayor,Camioneta,Mitsubishi,Rojo,2010,2010-2019,Colisión
9301,2023,6,18,18:00 a 23:59,Noche,Octubre,Viernes,Guatemala,Guatemala,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Italika,Negro,2019,2010-2019,Colisión
9302,2023,6,17,12:00 a 17:59,Tarde,Octubre,Viernes,Guatemala,Guatemala,7,Mujer,34,30-34,30-34,30 - 34,Ignorado,Mayor,Camioneta,Kia,Anaranjado,Ignorado,Ignorado,Colisión
