num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
9303,2023,6,17,12:00 a 17:59,Tarde,Octubre,Viernes,Guatemala,Guatemala,7,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Otros,Rojo,2021,2020-2029,Colisión
9304,2023,6,17,12:00 a 17:59,Tarde,Octubre,Viernes,Guatemala,Guatemala,12,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,TVS Apache,Azul,2021,2020-2029,Colisión
9305,2023,6,17,12:00 a 17:59,Tarde,Octubre,Viernes,Guatemala,Villa Canales,Ignorado,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Bus urbano,Internacional,Blanco,Ignorado,Ignorado,Colisión
9306,2023,6,17,12:00 a 17:59,Tarde,Octubre,Viernes,Guatemala,Villa Canales,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,2023,2020-2029,Colisión
9307,2023,6,19,18:00 a 23:59,Noche,Octubre,Viernes,Guatemala,Villa Canales,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Ignorado,Azul,Ignorado,Ignorado,Colisión
9308,2023,6,19,18:00 a 23:59,Noche,Octubre,Viernes,Guatemala,Villa Canales,Ignorado,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,2023,2020-2029,Colisión
9309,2023,6,21,18:00 a 23:59,Noche,Octubre,Viernes,Guatemala,Villa Canales,Ignorado,Hombre,52,50-54,50-54,50 - 54,Ignorado,Mayor,Camión,Mercedes Benz,Blanco,1989,1980-1989,Colisión
9310,2023,6,21,18:00 a 23:59,Noche,Octubre,Viernes,Guatemala,Villa Canales,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Azul,2022,2020-2029,Colisión
9311,2023,6,20,18:00 a 23:59,Noche,Octubre,Viernes,Guatemala,Petapa,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión
9312,2023,6,20,18:00 a 23:59,Noche,Octubre,Viernes,Guatemala,Petapa,Ignorado,Hombre,41,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Volkswagen,Negro,Ignorado,Ignorado,Colisión
9313,2023,6,13,12:00 a 17:59,Tarde,Octubre,Viernes,Escuintla,Escuintla,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
9314,2023,6,22,18:00 a 23:59,Noche,Octubre,Viernes,Escuintla,San José,Ignorado,Hombre,44,40-44,40-44,40 - 44,Ignorado,Mayor,Cabezal,Freightliner,Blanco,Ignorado,Ignorado,Colisión
9315,2023,6,22,18:00 a 23:59,Noche,Octubre,Viernes,Escuintla,San José,Ignorado,Hombre,57,55-59,55-59,55 - 59,Ignorado,Mayor,Cabezal,Freightliner,Blanco,Ignorado,Ignorado,Colisión
9316,2023,6,0,00:00 a 05:59,Mañana,Octubre,Viernes,El Progreso,San Agustín Acasaguastlán,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Negro,2012,2010-2019,Colisión
9317,2023,6,0,00:00 a 05:59,Mañana,Octubre,Viernes,El Progreso,San Agustín Acasaguastlán,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,AHM,Rojo,Ignorado,Ignorado,Colisión
9318,2023,7,9,06:00 a 11:59,Mañana,Octubre,Sábado,Guatemala,Guatemala,1,Hombre,55,55-59,55-59,55 - 59,Ignorado,Mayor,Camioneta,Hyundai,Azul,2011,2010-2019,Colisión
9319,2023,7,9,06:00 a 11:59,Mañana,Octubre,Sábado,Guatemala,Guatemala,1,Mujer,52,50-54,50-54,50 - 54,Ignorado,Mayor,Motocicleta,Suzuki,Azul,2013,2010-2019,Colisión
9320,2023,7,21,18:00 a 23:59,Noche,Octubre,Sábado,Guatemala,Guatemala,1,Hombre,44,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Hyundai,Blanco,2014,2010-2019,Colisión
9321,2023,7,21,18:00 a 23:59,Noche,Octubre,Sábado,Guatemala,Guatemala,1,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,2017,2010-2019,Colisión
9322,2023,7,12,12:00 a 17:59,Tarde,Octubre,Sábado,Guatemala,San Pedro Ayampuc,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Bus urbano,Internacional,Rojo,1999,1990-1999,Colisión
9323,2023,7,12,12:00 a 17:59,Tarde,Octubre,Sábado,Guatemala,San Pedro Ayampuc,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Freedom,Blanco,2018,2010-2019,Colisión
9324,2023,7,20,18:00 a 23:59,Noche,Octubre,Sábado,Guatemala,Guatemala,18,Mujer,41,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Honda,Ignorado,2010,2010-2019,Colisión
9325,2023,7,20,18:00 a 23:59,Noche,Octubre,Sábado,Guatemala,Guatemala,18,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Nissan,Ignorado,2008,2000-2009,Colisión
9326,2023,7,20,18:00 a 23:59,Noche,Octubre,Sábado,Guatemala,Guatemala,18,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Avanti,Ignorado,2021,2020-2029,Colisión
9327,2023,7,5,00:00 a 05:59,Mañana,Octubre,Sábado,Guatemala,Guatemala,13,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Nissan,Gris,2016,2010-2019,Choque
9328,2023,7,22,18:00 a 23:59,Noche,Octubre,Sábado,Guatemala,Guatemala,5,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Honda,Negro,2021,2020-2029,Choque
9329,2023,7,21,18:00 a 23:59,Noche,Octubre,Sábado,Guatemala,Guatemala,7,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9330,2023,7,21,18:00 a 23:59,Noche,Octubre,Sábado,Guatemala,Guatemala,7,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9331,2023,7,12,12:00 a 17:59,Tarde,Octubre,Sábado,Guatemala,Guatemala,11,Hombre,49,45-49,45-49,45 - 49,Ignorado,Mayor,Automóvil,BMW,Gris,Ignorado,Ignorado,Colisión
9332,2023,7,12,12:00 a 17:59,Tarde,Octubre,Sábado,Guatemala,Guatemala,11,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9333,2023,7,12,12:00 a 17:59,Tarde,Octubre,Sábado,Guatemala,Amatitlán,Ignorado,Hombre,58,55-59,55-59,55 - 59,Ignorado,Mayor,Motocicleta,TVS Apache,Rojo,Ignorado,Ignorado,Colisión
9334,2023,7,12,12:00 a 17:59,Tarde,Octubre,Sábado,Guatemala,Amatitlán,Ignorado,Hombre,44,40-44,40-44,40 - 44,Ignorado,Mayor,Panel,Ford,Blanco,Ignorado,Ignorado,Colisión
9335,2023,7,20,18:00 a 23:59,Noche,Octubre,Sábado,Guatemala,Mixco,6,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ebrio,Mayor,Camioneta,Scion,Verde,2005,2000-2009,Colisión
9336,2023,7,20,18:00 a 23:59,Noche,Octubre,Sábado,Guatemala,Mixco,6,Hombre,65,65-69,60 y más,65 - 69,Ignorado,Mayor,Pick up,Nissan,Gris,2001,2000-2009,Colisión
9337,2023,7,23,18:00 a 23:59,Noche,Octubre,Sábado,Chiquimula,Chiquimula,Ignorado,Hombre,50,50-54,50-54,50 - 54,Ignorado,Mayor,Bus urbano,Toyota,Blanco,2018,2010-2019,Choque
9338,2023,7,6,06:00 a 11:59,Mañana,Octubre,Sábado,Zacapa,Zacapa,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión
9339,2023,7,6,06:00 a 11:59,Mañana,Octubre,Sábado,Zacapa,Zacapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Toyota,Gris,Ignorado,Ignorado,Colisión
9340,2023,7,21,18:00 a 23:59,Noche,Octubre,Sábado,Escuintla,Tiquisate,Ignorado,Hombre,51,50-54,50-54,50 - 54,Ignorado,Mayor,Cabezal,Freightliner,Azul,Ignorado,Ignorado,Colisión
9341,2023,7,21,18:00 a 23:59,Noche,Octubre,Sábado,Escuintla,Tiquisate,Ignorado,Mujer,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisión
9342,2023,7,23,18:00 a 23:59,Noche,Octubre,Sábado,Escuintla,Masagua,Ignorado,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Cabezal,Freightliner,Corinto,2005,2000-2009,Colisión
9343,2023,7,23,18:00 a 23:59,Noche,Octubre,Sábado,Escuintla,Masagua,Ignorado,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Mitsubishi,Negro,Ignorado,Ignorado,Colisión
9344,2023,7,22,18:00 a 23:59,Noche,Octubre,Sábado,Escuintla,Escuintla,Ignorado,Hombre,45,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Benelli,Verde,Ignorado,Ignorado,Choque
9345,2023,7,0,00:00 a 05:59,Mañana,Octubre,Sábado,Quetzaltenango,Coatepeque,1,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Mazda,Gris,2007,2000-2009,Colisión
9346,2023,7,0,00:00 a 05:59,Mañana,Octubre,Sábado,Quetzaltenango,Coatepeque,1,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9347,2023,7,3,00:00 a 05:59,Mañana,Octubre,Sábado,Chimaltenango,Chimaltenango,3,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
9348,2023,7,14,12:00 a 17:59,Tarde,Octubre,Sábado,Sacatepéquez,San Lucas Sacatepéquez,Ignorado,Hombre,46,45-49,45-49,45 - 49,Ignorado,Mayor,Camioneta,Honda,Amarillo,2003,2000-2009,Colisión
9349,2023,7,14,12:00 a 17:59,Tarde,Octubre,Sábado,Sacatepéquez,San Lucas Sacatepéquez,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión
9350,2023,7,14,12:00 a 17:59,Tarde,Octubre,Sábado,Sacatepéquez,San Lucas Sacatepéquez,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Colisión
9351,2023,7,22,18:00 a 23:59,Noche,Octubre,Sábado,Guatemala,Guatemala,5,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Honda,Negro,2021,2020-2029,Colisión
9352,2023,7,23,18:00 a 23:59,Noche,Octubre,Sábado,Escuintla,San José,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Hyundai,Azul,2007,2000-2009,Colisión
9353,2023,7,23,18:00 a 23:59,Noche,Octubre,Sábado,Escuintla,San José,Ignorado,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Haojue,Rojo,2022,2020-2029,Colisión
9354,2023,8,23,18:00 a 23:59,Noche,Octubre,Domingo,Guatemala,Guatemala,9,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Haojue,Azul,Ignorado,Ignorado,Colisión
9355,2023,8,23,18:00 a 23:59,Noche,Octubre,Domingo,Guatemala,Guatemala,9,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Gris,Ignorado,Ignorado,Colisión
9356,2023,8,19,18:00 a 23:59,Noche,Octubre,Domingo,Guatemala,Guatemala,10,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,MRT,Blanco,Ignorado,Ignorado,Colisión
9357,2023,8,19,18:00 a 23:59,Noche,Octubre,Domingo,Guatemala,Guatemala,10,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Camioneta,Hyundai,Gris,Ignorado,Ignorado,Colisión
9358,2023,8,16,12:00 a 17:59,Tarde,Octubre,Domingo,Guatemala,Guatemala,6,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Camioneta,Honda,Gris,Ignorado,Ignorado,Colisión
9359,2023,8,16,12:00 a 17:59,Tarde,Octubre,Domingo,Guatemala,Guatemala,6,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisión
9360,2023,8,1,00:00 a 05:59,Mañana,Octubre,Domingo,Guatemala,Guatemala,14,Hombre,36,35-39,35-39,35 - 39,Ebrio,Mayor,Automóvil,Mazda,Anaranjado,2017,2010-2019,Colisión
9361,2023,8,1,00:00 a 05:59,Mañana,Octubre,Domingo,Guatemala,Guatemala,14,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión
9362,2023,8,13,12:00 a 17:59,Tarde,Octubre,Domingo,Guatemala,Guatemala,7,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Honda,Negro,Ignorado,Ignorado,Colisión
9363,2023,8,13,12:00 a 17:59,Tarde,Octubre,Domingo,Guatemala,Guatemala,7,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Hyundai,Corinto,Ignorado,Ignorado,Colisión
9364,2023,8,3,00:00 a 05:59,Mañana,Octubre,Domingo,Guatemala,Mixco,4,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
9365,2023,8,22,18:00 a 23:59,Noche,Octubre,Domingo,Guatemala,Mixco,4,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Camioneta,Honda,Azul,2008,2000-2009,Colisión
9366,2023,8,20,18:00 a 23:59,Noche,Octubre,Domingo,Jutiapa,Jutiapa,Ignorado,Hombre,48,45-49,45-49,45 - 49,Ignorado,Mayor,Camioneta,Honda,Gris,2004,2000-2009,Colisión
9367,2023,8,20,18:00 a 23:59,Noche,Octubre,Domingo,Jutiapa,Jutiapa,Ignorado,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Pick up,Toyota,Gris,1984,1980-1989,Colisión
9368,2023,8,20,18:00 a 23:59,Noche,Octubre,Domingo,Jutiapa,Jutiapa,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Pick up,Toyota,Azul,1993,1990-1999,Colisión
9369,2023,8,20,18:00 a 23:59,Noche,Octubre,Domingo,Jutiapa,Jutiapa,Ignorado,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Pick up,Toyota,Gris,2014,2010-2019,Colisión
9370,2023,8,2,00:00 a 05:59,Mañana,Octubre,Domingo,Jutiapa,Moyuta,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Italika,Ignorado,Ignorado,Ignorado,Colisión
9371,2023,8,2,00:00 a 05:59,Mañana,Octubre,Domingo,Jutiapa,Moyuta,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión
9372,2023,8,0,00:00 a 05:59,Mañana,Octubre,Domingo,Escuintla,Siquinalá,Ignorado,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Camión,Kia,Blanco,Ignorado,Ignorado,Choque
9373,2023,8,2,00:00 a 05:59,Mañana,Octubre,Domingo,Escuintla,Escuintla,1,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Otros,Azul,2023,2020-2029,Colisión
9374,2023,8,2,00:00 a 05:59,Mañana,Octubre,Domingo,Escuintla,Escuintla,1,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,MRT,Rojo,2023,2020-2029,Colisión
9375,2023,8,16,12:00 a 17:59,Tarde,Octubre,Domingo,Escuintla,Siquinalá,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
9376,2023,8,17,12:00 a 17:59,Tarde,Octubre,Domingo,Escuintla,Escuintla,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9377,2023,8,8,06:00 a 11:59,Mañana,Octubre,Domingo,Escuintla,Escuintla,Ignorado,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9378,2023,8,8,06:00 a 11:59,Mañana,Octubre,Domingo,Escuintla,Escuintla,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9379,2023,8,18,18:00 a 23:59,Noche,Octubre,Domingo,Escuintla,Tiquisate,Ignorado,Hombre,71,70-74,60 y más,70 - 74,Ignorado,Mayor,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Choque
9380,2023,8,7,06:00 a 11:59,Mañana,Octubre,Domingo,Santa Rosa,Cuilapa,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Pick up,Dodge,Blanco,1988,1980-1989,Colisión
9381,2023,8,7,06:00 a 11:59,Mañana,Octubre,Domingo,Santa Rosa,Cuilapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Gris,Ignorado,Ignorado,Colisión
9382,2023,8,7,06:00 a 11:59,Mañana,Octubre,Domingo,Alta Verapaz,San Juan Chamelco,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Nissan,Gris,2020,2020-2029,Colisión
9383,2023,8,7,06:00 a 11:59,Mañana,Octubre,Domingo,Alta Verapaz,San Juan Chamelco,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Colisión
9384,2023,8,20,18:00 a 23:59,Noche,Octubre,Domingo,Izabal,Morales,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Choque
9385,2023,8,1,00:00 a 05:59,Mañana,Octubre,Domingo,Chimaltenango,El Tejar,Ignorado,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Automóvil,Honda,Rojo,Ignorado,Ignorado,Choque
9386,2023,9,12,12:00 a 17:59,Tarde,Octubre,Lunes,Guatemala,San Pedro Ayampuc,Ignorado,Hombre,74,70-74,60 y más,70 - 74,Ignorado,Mayor,Camión,Hyundai,Blanco,Ignorado,Ignorado,Embarrancó
9387,2023,9,2,00:00 a 05:59,Mañana,Octubre,Lunes,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,21,20-24,20-24,20 - 24,Ebrio,Mayor,Motocicleta,Suzuki,Negro,2021,2020-2029,Colisión
9388,2023,9,2,00:00 a 05:59,Mañana,Octubre,Lunes,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Nissan,Azul,2014,2010-2019,Colisión
9389,2023,9,23,18:00 a 23:59,Noche,Octubre,Lunes,Guatemala,Guatemala,7,Hombre,29,25-29,25-29,25 - 29,Ebrio,Mayor,Motocicleta,TVS Apache,Gris,2023,2020-2029,Derrape
9390,2023,9,19,18:00 a 23:59,Noche,Octubre,Lunes,Guatemala,Amatitlán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,BYD,Ignorado,2019,2010-2019,Colisión
9391,2023,9,19,18:00 a 23:59,Noche,Octubre,Lunes,Guatemala,Amatitlán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9392,2023,9,6,06:00 a 11:59,Mañana,Octubre,Lunes,Jutiapa,Jutiapa,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Embarrancó
9393,2023,9,13,12:00 a 17:59,Tarde,Octubre,Lunes,Jutiapa,Atescatempa,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9394,2023,9,9,06:00 a 11:59,Mañana,Octubre,Lunes,Zacapa,Zacapa,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Derrape
9395,2023,9,20,18:00 a 23:59,Noche,Octubre,Lunes,Escuintla,Escuintla,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9396,2023,9,20,18:00 a 23:59,Noche,Octubre,Lunes,Escuintla,Escuintla,Ignorado,Hombre,50,50-54,50-54,50 - 54,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9397,2023,9,17,12:00 a 17:59,Tarde,Octubre,Lunes,Escuintla,San José,Ignorado,Hombre,16,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión
9398,2023,9,17,12:00 a 17:59,Tarde,Octubre,Lunes,Escuintla,San José,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión
9399,2023,9,19,18:00 a 23:59,Noche,Octubre,Lunes,Santa Rosa,Barberena,Ignorado,Hombre,48,45-49,45-49,45 - 49,Ignorado,Mayor,Automóvil,Ignorado,Gris,2012,2010-2019,Choque
9400,2023,9,1,00:00 a 05:59,Mañana,Octubre,Lunes,El Progreso,Guastatoya,Ignorado,Hombre,43,40-44,40-44,40 - 44,Ignorado,Mayor,Pick up,Ignorado,Negro,Ignorado,Ignorado,Colisión
9401,2023,9,1,00:00 a 05:59,Mañana,Octubre,Lunes,El Progreso,Guastatoya,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Negro,Ignorado,Ignorado,Colisión
9402,2023,9,2,00:00 a 05:59,Mañana,Octubre,Lunes,Chimaltenango,Tecpán Guatemala,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Derrape
9403,2023,9,20,18:00 a 23:59,Noche,Octubre,Lunes,Escuintla,Escuintla,Ignorado,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
9404,2023,10,7,06:00 a 11:59,Mañana,Octubre,Martes,Guatemala,Guatemala,1,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Mitsubishi,Rojo,1999,1990-1999,Colisión
9405,2023,10,7,06:00 a 11:59,Mañana,Octubre,Martes,Guatemala,Guatemala,1,Mujer,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Serpento,Negro,2020,2020-2029,Colisión
9406,2023,10,16,12:00 a 17:59,Tarde,Octubre,Martes,Guatemala,San José Pinula,Ignorado,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Kawasaki,Verde,Ignorado,Ignorado,Derrape
9407,2023,10,21,18:00 a 23:59,Noche,Octubre,Martes,Guatemala,Guatemala,11,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9408,2023,10,21,18:00 a 23:59,Noche,Octubre,Martes,Guatemala,Guatemala,11,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9409,2023,10,18,18:00 a 23:59,Noche,Octubre,Martes,Guatemala,Villa Canales,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
9410,2023,10,17,12:00 a 17:59,Tarde,Octubre,Martes,Zacapa,Huité,Ignorado,Mujer,17,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
9411,2023,10,14,12:00 a 17:59,Tarde,Octubre,Martes,Zacapa,Estanzuela,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,MRT,Rojo,Ignorado,Ignorado,Colisión
9412,2023,10,14,12:00 a 17:59,Tarde,Octubre,Martes,Zacapa,Estanzuela,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Ignorado,Amarillo,Ignorado,Ignorado,Colisión
9413,2023,10,14,12:00 a 17:59,Tarde,Octubre,Martes,Escuintla,Tiquisate,Ignorado,Hombre,43,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9414,2023,10,18,18:00 a 23:59,Noche,Octubre,Martes,Escuintla,Escuintla,Ignorado,Hombre,56,55-59,55-59,55 - 59,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
9415,2023,10,8,06:00 a 11:59,Mañana,Octubre,Martes,Quetzaltenango,Coatepeque,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión
9416,2023,10,22,18:00 a 23:59,Noche,Octubre,Martes,Izabal,Puerto Barrios,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisión
9417,2023,10,22,18:00 a 23:59,Noche,Octubre,Martes,Izabal,Puerto Barrios,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Honda,Azul,2021,2020-2029,Colisión
9418,2023,11,0,00:00 a 05:59,Mañana,Octubre,Miércoles,Guatemala,Guatemala,1,Hombre,44,40-44,40-44,40 - 44,Ignorado,Mayor,Camioneta,Kia,Blanco,Ignorado,Ignorado,Colisión
