num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,zona_ciudad,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
7449,2021,13,13,3,2,8,5,1,116,99,99,1,20,3,3,5,9,1,4,999,5,9999,99,1
7450,2021,13,20,4,3,8,5,22,2205,99,99,1,45,8,8,10,9,1,2,69,99,9999,99,1
7451,2021,13,20,4,3,8,5,22,2205,99,99,1,27,4,4,6,9,1,1,56,3,9999,99,1
7452,2021,13,23,4,3,8,5,21,2106,99,99,9,999,16,12,18,9,9,1,999,99,9999,99,2
7453,2021,13,18,4,3,8,5,19,1905,99,99,2,23,3,3,5,9,1,2,69,4,9999,99,1
7454,2021,13,18,4,3,8,5,19,1905,99,99,1,56,10,10,12,9,1,4,87,2,9999,99,1
7455,2021,13,19,4,3,8,5,6,611,99,99,1,23,3,3,5,1,1,9,41,2,2006,4,1
7456,2021,13,19,4,3,8,5,6,611,99,99,1,24,3,3,5,2,1,3,48,4,2013,5,1
7457,2021,13,15,3,2,8,5,10,1002,99,99,1,26,4,4,6,1,1,4,6,5,2021,6,1
7458,2021,13,15,3,2,8,5,10,1002,99,99,1,27,4,4,6,1,1,4,27,5,2018,5,1
7459,2021,13,18,4,3,8,5,12,1215,99,99,1,37,6,6,8,9,1,3,52,4,9999,99,1
7460,2021,13,18,4,3,8,5,12,1215,99,99,9,999,16,12,18,9,9,1,27,99,9999,99,1
7461,2021,13,13,3,2,8,5,16,1616,11,99,1,16,2,2,4,9,2,4,18,5,9999,99,1
7462,2021,13,13,3,2,8,5,16,1616,11,99,1,16,2,2,4,9,2,4,3,5,2021,6,1
7463,2021,13,22,4,3,8,5,16,1615,99,99,9,999,16,12,18,9,9,5,19,5,9999,99,1
7464,2021,13,22,4,3,8,5,16,1615,99,99,1,26,4,4,6,9,1,4,76,5,9999,99,1
7465,2021,13,23,4,3,8,5,16,1610,99,99,1,23,3,3,5,9,1,4,67,3,9999,99,1
7466,2021,13,23,4,3,8,5,16,1610,99,99,9,999,16,12,18,9,9,5,999,2,9999,99,1
7467,2021,13,16,3,2,8,5,2,206,99,99,1,27,4,4,6,9,1,4,67,1,2018,5,1
7468,2021,13,16,3,2,8,5,2,206,99,99,1,29,4,4,6,9,1,4,67,1,9999,99,1
7469,2021,13,17,3,2,8,5,7,709,99,99,1,30,5,5,7,2,1,3,56,99,1997,3,1
7470,2021,13,17,3,2,8,5,7,709,99,99,1,999,16,12,18,1,9,3,69,3,1992,3,1
7471,2021,14,2,1,1,8,6,1,101,3,3,9,999,16,12,18,9,9,1,28,6,2014,5,2
7472,2021,14,7,2,1,8,6,1,101,8,8,1,29,4,4,6,1,1,3,69,1,1985,2,1
7473,2021,14,7,2,1,8,6,1,101,8,8,1,22,3,3,5,9,1,4,67,3,9999,99,1
7474,2021,14,8,2,1,8,6,1,101,8,8,1,28,4,4,6,1,1,9,69,2,2016,5,1
7475,2021,14,8,2,1,8,6,1,101,8,8,1,72,13,11,15,9,1,1,28,7,2003,4,1
7476,2021,14,21,4,3,8,6,1,101,3,3,9,999,16,12,18,9,9,99,999,99,9999,99,1
7477,2021,14,21,4,3,8,6,1,101,3,3,1,999,16,12,18,9,9,4,67,3,9999,99,1
7478,2021,14,22,4,3,8,6,1,101,8,8,9,999,16,12,18,9,9,99,999,99,9999,99,1
7479,2021,14,22,4,3,8,6,1,101,8,8,1,60,11,11,13,9,1,4,999,99,9999,99,1
7480,2021,14,23,4,3,8,6,1,101,18,18,1,28,4,4,6,9,1,1,48,2,2011,5,1
7481,2021,14,23,4,3,8,6,1,101,18,18,1,23,3,3,5,9,1,4,67,5,2018,5,1
7482,2021,14,1,1,1,8,6,1,101,17,17,9,999,16,12,18,9,9,1,999,99,9999,99,1
7483,2021,14,1,1,1,8,6,1,101,17,17,1,999,16,12,18,9,9,4,67,5,2018,5,1
7484,2021,14,5,1,1,8,6,1,101,25,25,9,999,16,12,18,9,9,1,999,3,9999,99,1
7485,2021,14,5,1,1,8,6,1,101,25,25,1,33,5,5,7,9,1,4,76,3,2021,6,1
7486,2021,14,18,4,3,8,6,1,101,18,18,1,21,3,3,5,9,1,4,2,4,2018,5,6
7487,2021,14,12,3,2,8,6,1,101,18,18,1,31,5,5,7,9,1,4,2,3,2021,6,6
7488,2021,14,0,1,1,8,6,1,101,18,18,9,999,16,12,18,9,9,99,999,99,9999,99,1
7489,2021,14,0,1,1,8,6,1,101,18,18,2,36,6,6,8,9,1,99,999,99,9999,99,1
7490,2021,14,18,4,3,8,6,1,104,99,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
7491,2021,14,18,4,3,8,6,1,104,99,99,1,21,3,3,5,9,1,4,999,99,9999,99,1
7492,2021,14,4,1,1,8,6,1,107,4,99,1,32,5,5,7,9,1,4,999,99,9999,99,6
7493,2021,14,13,3,2,8,6,1,101,12,12,1,36,6,6,8,9,1,12,30,7,1995,3,1
7494,2021,14,13,3,2,8,6,1,101,12,12,1,36,6,6,8,9,1,4,2,5,2018,5,1
7495,2021,14,3,1,1,8,6,1,101,7,7,1,20,3,3,5,9,1,99,27,4,2004,4,2
7496,2021,14,19,4,3,8,6,1,101,7,7,9,999,16,12,18,9,9,99,999,99,9999,99,1
7497,2021,14,19,4,3,8,6,1,101,7,7,2,29,4,4,6,9,1,4,999,99,9999,99,1
7498,2021,14,21,4,3,8,6,1,101,12,12,9,999,16,12,18,9,9,99,999,99,9999,99,1
7499,2021,14,21,4,3,8,6,1,101,12,12,1,35,6,6,8,9,1,4,999,99,9999,99,1
7500,2021,14,14,3,2,8,6,1,117,6,99,1,40,7,7,9,9,1,4,54,5,2021,6,1
7501,2021,14,14,3,2,8,6,1,117,6,99,1,40,7,7,9,9,1,11,52,2,2011,5,1
7502,2021,14,22,4,3,8,6,1,117,99,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
7503,2021,14,22,4,3,8,6,1,117,99,99,9,999,16,12,18,9,9,4,999,99,9999,99,1
7504,2021,14,23,4,3,8,6,1,108,6,99,1,27,4,4,6,2,1,99,27,5,2004,4,3
7505,2021,14,17,3,2,8,6,1,108,7,99,1,67,12,11,14,9,1,2,31,5,9999,99,1
7506,2021,14,17,3,2,8,6,1,108,7,99,1,15,2,2,4,9,2,4,2,3,9999,99,1
7507,2021,14,14,3,2,8,6,1,108,4,99,9,999,16,12,18,9,9,2,999,99,9999,99,1
7508,2021,14,14,3,2,8,6,1,108,4,99,1,19,2,2,4,9,1,4,999,99,9999,99,1
7509,2021,14,19,4,3,8,6,21,2107,99,99,1,30,5,5,7,9,1,2,999,99,9999,99,1
7510,2021,14,19,4,3,8,6,21,2107,99,99,1,23,3,3,5,9,1,1,999,99,9999,99,1
7511,2021,14,3,1,1,8,6,5,503,99,99,1,55,10,10,12,1,1,6,30,4,2017,5,1
7512,2021,14,3,1,1,8,6,5,503,99,99,1,33,5,5,7,1,1,1,69,4,2017,5,1
7513,2021,14,19,4,3,8,6,5,501,99,99,1,57,10,10,12,2,1,2,41,1,9999,99,1
7514,2021,14,19,4,3,8,6,5,501,99,99,1,41,7,7,9,1,1,4,67,1,9999,99,1
7515,2021,14,18,4,3,8,6,5,509,99,99,1,54,9,9,11,9,1,2,67,99,9999,99,1
7516,2021,14,20,4,3,8,6,5,501,99,99,1,24,3,3,5,9,1,4,6,5,9999,99,6
7517,2021,14,20,4,3,8,6,9,901,3,99,1,25,4,4,6,2,1,4,63,99,9999,99,2
7518,2021,14,6,2,1,8,6,2,207,99,99,1,30,5,5,7,9,1,14,6,1,9999,99,2
7519,2021,14,20,4,3,8,6,18,1801,99,99,1,49,8,8,10,9,1,6,19,9,9999,99,1
7520,2021,14,20,4,3,8,6,18,1801,99,99,1,40,7,7,9,9,1,4,27,5,9999,99,1
7521,2021,14,20,4,3,8,6,17,1709,99,99,1,38,6,6,8,2,1,2,69,3,1996,3,1
7522,2021,14,20,4,3,8,6,17,1709,99,99,1,22,3,3,5,9,1,4,72,99,9999,99,1
7523,2021,14,8,2,1,8,6,3,304,99,99,1,40,7,7,9,9,1,4,76,4,9999,99,6
7524,2021,14,8,2,1,8,6,3,304,99,99,1,999,16,12,18,9,9,4,76,4,9999,99,6
7525,2021,15,22,4,3,8,7,1,101,1,1,1,51,9,9,11,9,1,1,69,2,2012,5,1
7526,2021,15,22,4,3,8,7,1,101,1,1,1,24,3,3,5,9,1,4,6,5,9999,99,1
7527,2021,15,13,3,2,8,7,1,101,18,18,9,999,16,12,18,9,9,99,999,99,9999,99,1
7528,2021,15,13,3,2,8,7,1,101,18,18,1,17,2,2,4,9,2,4,999,99,9999,99,1
7529,2021,15,14,3,2,8,7,1,107,99,99,1,23,3,3,5,9,1,4,999,99,9999,99,6
7530,2021,15,12,3,2,8,7,1,112,99,99,1,40,7,7,9,9,1,9,69,10,9999,99,3
7531,2021,15,15,3,2,8,7,1,101,13,13,2,36,6,6,8,9,1,1,69,11,1997,3,1
7532,2021,15,15,3,2,8,7,1,101,13,13,2,29,4,4,6,9,1,4,25,2,2021,6,1
7533,2021,15,21,4,3,8,7,1,101,11,11,1,25,4,4,6,9,1,4,5,5,9999,99,6
7534,2021,15,21,4,3,8,7,1,101,7,7,2,40,7,7,9,9,1,4,2,5,9999,99,1
7535,2021,15,21,4,3,8,7,1,101,7,7,9,999,16,12,18,9,9,99,999,99,9999,99,1
7536,2021,15,16,3,2,8,7,1,115,99,99,1,18,2,2,4,9,1,1,27,3,9999,99,2
7537,2021,15,17,3,2,8,7,1,114,99,99,1,21,3,3,5,9,1,4,6,1,2017,5,1
7538,2021,15,17,3,2,8,7,1,114,99,99,1,27,4,4,6,9,1,4,32,7,2007,4,1
7539,2021,15,21,4,3,8,7,1,115,2,99,1,25,4,4,6,9,1,4,67,3,9999,99,1
7540,2021,15,21,4,3,8,7,1,115,2,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
7541,2021,15,20,4,3,8,7,1,108,11,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
7542,2021,15,20,4,3,8,7,1,108,11,99,1,16,2,2,4,9,2,4,32,5,9999,99,1
7543,2021,15,13,3,2,8,7,1,108,4,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
7544,2021,15,13,3,2,8,7,1,108,4,99,1,21,3,3,5,9,1,4,27,3,9999,99,1
7545,2021,15,15,3,2,8,7,22,2201,99,99,1,56,10,10,12,9,1,3,69,11,9999,99,1
7546,2021,15,15,3,2,8,7,22,2201,99,99,1,25,4,4,6,9,1,4,67,5,9999,99,1
7547,2021,15,11,2,1,8,7,22,2201,99,99,1,35,6,6,8,9,1,4,54,1,2016,5,6
7548,2021,15,15,3,2,8,7,21,2102,99,99,1,31,5,5,7,9,1,3,69,2,1989,2,1
7549,2021,15,15,3,2,8,7,21,2102,99,99,1,35,6,6,8,9,1,4,32,1,2021,6,1
7550,2021,15,21,4,3,8,7,19,1905,99,99,1,30,5,5,7,9,1,3,9,2,2020,6,1
7551,2021,15,21,4,3,8,7,19,1905,99,99,1,28,4,4,6,9,1,2,27,11,2006,4,1
7552,2021,15,3,1,1,8,7,5,502,99,99,9,999,16,12,18,9,9,5,999,99,9999,99,1
7553,2021,15,3,1,1,8,7,5,502,99,99,1,22,3,3,5,9,1,4,25,5,9999,99,1
7554,2021,15,21,4,3,8,7,6,606,99,99,1,42,7,7,9,2,1,1,48,99,9999,99,1
7555,2021,15,21,4,3,8,7,6,606,99,99,1,33,5,5,7,2,1,4,54,5,9999,99,1
7556,2021,15,1,1,1,8,7,6,604,99,99,1,23,3,3,5,9,1,4,999,1,9999,99,6
7557,2021,15,0,1,1,8,7,12,1222,99,99,1,53,9,9,11,2,1,1,21,6,9999,99,2
7558,2021,15,18,4,3,8,7,15,1501,99,99,9,999,16,12,18,9,9,1,999,4,9999,99,1
7559,2021,15,18,4,3,8,7,15,1501,99,99,1,24,3,3,5,9,1,4,27,2,9999,99,1
7560,2021,15,17,3,2,8,7,18,1805,99,99,1,41,7,7,9,9,1,4,5,1,9999,99,1
7561,2021,15,17,3,2,8,7,18,1805,99,99,1,23,3,3,5,9,1,4,67,5,9999,99,1
7562,2021,15,20,4,3,8,7,17,1705,99,99,1,39,6,6,8,9,1,1,27,8,9999,99,1
7563,2021,15,20,4,3,8,7,17,1705,99,99,1,19,2,2,4,1,1,4,32,3,9999,99,1
7564,2021,15,19,4,3,8,7,17,1711,99,99,1,36,6,6,8,2,1,4,18,2,2021,6,1
7565,2021,15,19,4,3,8,7,17,1711,99,99,1,24,3,3,5,2,1,4,32,5,9999,99,1
7566,2021,15,21,4,3,8,7,17,1713,99,99,1,28,4,4,6,9,1,12,69,2,9999,99,3
7567,2021,15,18,4,3,8,7,4,401,4,99,1,23,3,3,5,2,1,99,999,3,9999,99,2
7568,2021,15,20,4,3,8,7,4,416,99,99,9,999,16,12,18,9,9,3,69,10,1983,2,1
7569,2021,15,20,4,3,8,7,4,416,99,99,1,25,4,4,6,9,1,4,6,2,2018,5,1
7570,2021,15,21,4,3,8,7,3,306,99,99,9,999,16,12,18,9,9,3,999,2,9999,99,1
7571,2021,15,21,4,3,8,7,3,306,99,99,1,20,3,3,5,9,1,4,999,3,9999,99,1
7572,2021,16,15,3,2,8,1,1,101,9,9,9,999,16,12,18,9,9,99,999,99,9999,99,1
7573,2021,16,15,3,2,8,1,1,101,9,9,1,35,6,6,8,9,1,4,999,99,9999,99,1
7574,2021,16,16,3,2,8,1,1,101,18,18,1,25,4,4,6,9,1,99,999,99,9999,99,2
7575,2021,16,9,2,1,8,1,1,103,99,99,9,999,16,12,18,9,9,4,999,99,9999,99,1
7576,2021,16,9,2,1,8,1,1,103,99,99,1,28,4,4,6,9,1,4,999,99,9999,99,1
7577,2021,16,22,4,3,8,1,1,103,99,99,9,999,16,12,18,9,9,4,999,99,9999,99,1
7578,2021,16,22,4,3,8,1,1,103,99,99,1,32,5,5,7,9,1,4,999,99,9999,99,1
7579,2021,16,19,4,3,8,1,1,115,12,99,2,55,10,10,12,9,1,4,999,5,2009,4,6
7580,2021,16,19,4,3,8,1,1,110,99,99,9,999,16,12,18,9,9,4,999,99,9999,99,1
7581,2021,16,19,4,3,8,1,1,110,99,99,2,999,16,12,18,9,9,4,999,99,9999,99,1
7582,2021,16,19,4,3,8,1,5,501,99,99,1,39,6,6,8,9,1,1,52,3,2011,5,1
7583,2021,16,19,4,3,8,1,5,501,99,99,1,38,6,6,8,9,1,4,999,99,9999,99,1
7584,2021,16,12,3,2,8,1,5,501,3,99,1,47,8,8,10,1,1,6,19,15,9999,99,1
7585,2021,16,12,3,2,8,1,5,501,3,99,1,64,11,11,13,9,1,4,67,3,9999,99,1
7586,2021,16,14,3,2,8,1,5,511,99,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
7587,2021,16,14,3,2,8,1,5,511,99,99,1,21,3,3,5,9,1,4,999,99,9999,99,1
7588,2021,16,19,4,3,8,1,6,602,99,99,1,34,5,5,7,2,1,1,48,6,1998,3,8
7589,2021,16,15,3,2,8,1,10,1010,99,99,1,65,12,11,14,9,1,3,17,4,1984,2,1
7590,2021,16,15,3,2,8,1,10,1010,99,99,1,33,5,5,7,9,1,4,67,1,9999,99,1
7591,2021,16,17,3,2,8,1,16,1601,4,99,1,22,3,3,5,9,1,4,64,2,9999,99,1
7592,2021,16,17,3,2,8,1,16,1601,4,99,1,33,5,5,7,9,1,1,69,1,9999,99,1
7593,2021,16,15,3,2,8,1,15,1505,99,99,1,43,7,7,9,9,1,4,18,5,2019,5,1
7594,2021,16,15,3,2,8,1,15,1505,99,99,1,19,2,2,4,9,1,4,999,1,9999,99,1
7595,2021,16,23,4,3,8,1,7,701,99,99,1,51,9,9,11,2,1,5,31,2,1995,3,2
7596,2021,17,18,4,3,8,2,1,101,1,1,1,32,5,5,7,9,1,2,90,9,9999,99,1
7597,2021,17,18,4,3,8,2,1,101,1,1,2,31,5,5,7,9,1,4,32,1,2020,6,1
7598,2021,17,16,3,2,8,2,22,2214,99,99,1,34,5,5,7,9,1,6,19,2,9999,99,1
7599,2021,17,16,3,2,8,2,22,2214,99,99,1,42,7,7,9,9,1,4,27,1,9999,99,1
7600,2021,17,15,3,2,8,2,21,2101,5,99,1,56,10,10,12,2,1,2,69,4,9999,99,1
7601,2021,17,15,3,2,8,2,21,2101,5,99,1,19,2,2,4,1,1,4,67,5,9999,99,1
7602,2021,17,16,3,2,8,2,6,611,99,99,1,53,9,9,11,9,1,5,31,2,2014,5,1
7603,2021,17,16,3,2,8,2,6,611,99,99,1,27,4,4,6,9,1,4,999,99,9999,99,1
7604,2021,17,10,2,1,8,2,11,1104,99,99,1,74,13,11,15,1,1,9,69,6,2009,4,1
7605,2021,17,10,2,1,8,2,11,1104,99,99,2,28,4,4,6,9,1,4,999,1,9999,99,1
7606,2021,17,16,3,2,8,2,13,1302,5,99,1,33,5,5,7,9,1,5,26,99,9999,99,1
7607,2021,17,16,3,2,8,2,13,1302,5,99,9,999,16,12,18,9,9,5,61,99,9999,99,1
7608,2021,17,16,3,2,8,2,13,1302,5,99,1,25,4,4,6,9,1,4,190,1,9999,99,1
7609,2021,17,11,2,1,8,2,17,1703,99,99,1,40,7,7,9,1,1,4,999,99,9999,99,1
7610,2021,17,11,2,1,8,2,17,1703,99,99,1,33,5,5,7,1,1,4,76,99,9999,99,1
7611,2021,18,5,1,1,8,3,1,101,21,21,1,38,6,6,8,9,1,4,100,5,9999,99,6
7612,2021,18,10,2,1,8,3,1,101,8,8,1,61,11,11,13,9,1,2,52,4,1986,2,1
7613,2021,18,10,2,1,8,3,1,101,8,8,1,21,3,3,5,9,1,4,67,1,2020,6,1
7614,2021,18,12,3,2,8,3,10,1001,99,99,1,37,6,6,8,9,1,12,30,7,9999,99,1
7615,2021,18,12,3,2,8,3,10,1001,99,99,1,26,4,4,6,9,1,4,27,4,9999,99,1
7616,2021,18,17,3,2,8,3,16,1613,99,99,1,999,16,12,18,9,9,6,19,8,2007,4,1
7617,2021,18,17,3,2,8,3,16,1613,99,99,9,999,16,12,18,9,9,4,999,99,9999,99,1
7618,2021,18,6,2,1,8,3,4,401,99,99,2,26,4,4,6,9,1,1,69,4,2004,4,2
7619,2021,18,21,4,3,8,3,11,1102,99,99,1,20,3,3,5,9,1,4,6,99,2004,4,1
7620,2021,18,21,4,3,8,3,11,1102,99,99,1,43,7,7,9,9,1,1,69,4,2004,4,1
7621,2021,18,16,3,2,8,3,13,1302,99,99,1,25,4,4,6,9,1,4,999,99,9999,99,1
7622,2021,18,16,3,2,8,3,13,1302,99,99,1,999,16,12,18,9,9,5,999,2,9999,99,1
7623,2021,18,16,3,2,8,3,13,1302,99,99,1,33,5,5,7,9,1,5,26,2,9999,99,1
7624,2021,18,21,4,3,8,3,1,101,1,1,1,28,4,4,6,9,1,1,69,5,2009,4,1
7625,2021,18,21,4,3,8,3,1,101,1,1,1,999,16,12,18,9,9,4,6,5,9999,99,1
7626,2021,18,22,4,3,8,3,1,101,1,1,1,32,5,5,7,9,1,1,90,4,2005,4,1
7627,2021,18,22,4,3,8,3,1,101,1,1,1,22,3,3,5,9,1,1,25,3,2020,6,1
7628,2021,18,17,3,2,8,3,1,101,18,18,1,27,4,4,6,9,1,4,25,1,2021,6,1
7629,2021,18,17,3,2,8,3,1,101,18,18,2,22,3,3,5,9,1,1,27,5,2021,6,1
7630,2021,18,19,4,3,8,3,1,106,99,99,1,23,3,3,5,9,1,4,25,5,9999,99,1
7631,2021,18,19,4,3,8,3,1,106,99,99,1,999,16,12,18,9,9,4,999,5,9999,99,1
7632,2021,18,21,4,3,8,3,1,101,6,6,1,21,3,3,5,9,1,4,6,5,9999,99,1
7633,2021,18,21,4,3,8,3,1,101,6,6,1,38,6,6,8,9,1,14,6,1,9999,99,1
7634,2021,18,18,4,3,8,3,1,101,13,13,1,25,4,4,6,9,1,12,30,1,9999,99,1
7635,2021,18,18,4,3,8,3,1,101,13,13,1,46,8,8,10,9,1,4,6,1,2019,5,1
7636,2021,18,10,2,1,8,3,1,101,10,10,1,35,6,6,8,9,1,2,41,4,2015,5,1
7637,2021,18,10,2,1,8,3,1,101,10,10,1,56,10,10,12,9,1,4,190,5,9999,99,1
7638,2021,19,11,2,1,8,4,1,101,1,1,1,31,5,5,7,9,1,4,999,99,9999,99,1
7639,2021,19,11,2,1,8,4,1,101,1,1,9,999,16,12,18,9,9,1,999,99,9999,99,1
7640,2021,19,9,2,1,8,4,1,101,18,18,1,40,7,7,9,9,1,4,6,1,9999,99,2
7641,2021,19,13,3,2,8,4,1,101,18,18,2,999,16,12,18,9,9,1,999,99,9999,99,2
7642,2021,19,7,2,1,8,4,1,113,99,99,1,26,4,4,6,9,1,4,999,99,9999,99,1
7643,2021,19,7,2,1,8,4,1,113,99,99,9,999,16,12,18,9,9,1,999,4,9999,99,1
7644,2021,19,14,3,2,8,4,1,103,99,99,1,16,2,2,4,9,2,4,999,99,9999,99,6
7645,2021,19,18,4,3,8,4,1,114,99,99,1,23,3,3,5,9,1,4,25,5,2020,6,6
7646,2021,19,21,4,3,8,4,22,2212,99,99,1,21,3,3,5,9,1,4,999,5,9999,99,1
7647,2021,19,21,4,3,8,4,22,2212,99,99,9,999,16,12,18,9,9,2,48,5,9999,99,1
7648,2021,19,8,2,1,8,4,5,501,99,99,1,38,6,6,8,1,1,5,30,2,9999,99,1
7649,2021,19,8,2,1,8,4,5,501,99,99,1,18,2,2,4,9,1,4,76,5,9999,99,1
7650,2021,19,15,3,2,8,4,17,1714,99,99,1,62,11,11,13,9,1,4,999,99,9999,99,1
7651,2021,19,15,3,2,8,4,17,1714,99,99,1,25,4,4,6,9,1,3,999,99,9999,99,1
7652,2021,19,13,3,2,8,4,1,101,12,12,1,22,3,3,5,9,1,4,76,5,9999,99,6
7653,2021,20,3,1,1,8,5,1,108,8,99,1,35,6,6,8,1,1,4,32,5,9999,99,1
7654,2021,20,3,1,1,8,5,1,108,8,99,1,999,16,12,18,9,9,1,999,99,9999,99,1
7655,2021,20,12,3,2,8,5,1,101,4,4,1,22,3,3,5,1,1,4,67,3,2018,5,1
7656,2021,20,12,3,2,8,5,1,101,4,4,1,21,3,3,5,9,1,4,87,14,2019,5,1
7657,2021,20,18,4,3,8,5,11,1102,99,99,1,33,5,5,7,1,1,4,6,1,2018,5,1
7658,2021,20,18,4,3,8,5,11,1102,99,99,1,999,16,12,18,2,9,1,48,9,9999,99,1
7659,2021,20,0,1,1,8,5,16,1604,99,99,1,31,5,5,7,9,1,1,73,2,9999,99,3
7660,2021,20,19,4,3,8,5,16,1601,99,99,1,44,7,7,9,9,1,11,999,2,9999,99,1
7661,2021,20,19,4,3,8,5,16,1601,99,99,1,36,6,6,8,9,1,3,69,4,9999,99,1
7662,2021,20,14,3,2,8,5,15,1502,99,99,1,48,8,8,10,9,1,12,69,2,2017,5,1
7663,2021,20,14,3,2,8,5,15,1502,99,99,1,28,4,4,6,9,1,4,32,3,9999,99,1
7664,2021,20,5,1,1,8,5,2,203,99,99,1,56,10,10,12,9,1,22,112,1,2017,5,1
7665,2021,20,5,1,1,8,5,2,203,99,99,1,59,10,10,12,9,1,3,48,2,2011,5,1
7666,2021,20,12,3,2,8,5,14,1405,99,99,1,999,16,12,18,9,9,3,69,4,9999,99,7
7667,2021,20,2,1,1,8,5,4,401,99,99,1,35,6,6,8,1,1,9,15,9,2008,4,1
7668,2021,20,2,1,1,8,5,4,401,99,99,1,37,6,6,8,2,1,1,69,2,2000,4,1
7669,2021,20,2,1,1,8,5,4,401,99,99,1,36,6,6,8,9,1,4,6,5,2012,5,1
7670,2021,20,11,2,1,8,5,4,410,99,99,1,51,9,9,11,1,1,3,56,6,2000,4,1
7671,2021,20,11,2,1,8,5,4,410,99,99,1,50,9,9,11,1,1,4,18,1,2018,5,1
7672,2021,20,16,3,2,8,5,1,101,6,6,1,20,3,3,5,1,1,1,69,9,1999,3,1
7673,2021,20,16,3,2,8,5,1,101,6,6,1,34,5,5,7,1,1,1,69,2,2020,6,1
7674,2021,20,20,4,3,8,5,1,114,99,99,1,35,6,6,8,9,1,4,25,5,9999,99,1
7675,2021,20,20,4,3,8,5,1,114,99,99,1,35,6,6,8,9,1,2,17,5,9999,99,1
7676,2021,20,19,4,3,8,5,13,1301,99,99,1,47,8,8,10,9,1,6,999,2,9999,99,3
7677,2021,20,19,4,3,8,5,13,1301,99,99,1,999,16,12,18,9,9,3,999,2,9999,99,3
7678,2021,21,18,4,3,8,6,1,103,99,99,1,28,4,4,6,9,1,4,999,99,9999,99,1
7679,2021,21,18,4,3,8,6,1,103,99,99,9,999,16,12,18,9,9,3,999,99,9999,99,1
7680,2021,21,8,2,1,8,6,1,113,99,99,1,999,16,12,18,9,9,4,999,99,9999,99,6
7681,2021,21,21,4,3,8,6,1,101,12,12,1,25,4,4,6,9,1,4,18,5,2021,6,6
7682,2021,21,8,2,1,8,6,1,101,7,7,1,22,3,3,5,9,1,4,999,99,9999,99,1
7683,2021,21,8,2,1,8,6,1,101,7,7,9,999,16,12,18,9,9,1,999,2,9999,99,1
7684,2021,21,0,1,1,8,6,1,117,7,99,1,19,2,2,4,9,1,4,32,5,2021,6,1
7685,2021,21,0,1,1,8,6,1,117,7,99,1,22,3,3,5,9,1,1,48,3,2009,4,1
7686,2021,21,6,2,1,8,6,1,115,5,99,1,26,4,4,6,9,1,1,27,5,9999,99,1
7687,2021,21,6,2,1,8,6,1,115,5,99,1,44,7,7,9,9,1,4,67,5,9999,99,1
7688,2021,21,9,2,1,8,6,1,115,2,99,1,25,4,4,6,9,1,4,77,5,9999,99,6
7689,2021,21,12,3,2,8,6,1,116,99,99,1,999,16,12,18,9,9,1,28,2,9999,99,2
7690,2021,21,16,3,2,8,6,1,115,99,99,1,19,2,2,4,9,1,1,999,99,9999,99,1
7691,2021,21,16,3,2,8,6,1,115,99,99,1,999,16,12,18,9,9,4,32,1,9999,99,1
7692,2021,21,16,3,2,8,6,1,115,99,99,1,27,4,4,6,9,1,4,999,99,9999,99,1
7693,2021,21,16,3,2,8,6,1,115,2,99,1,35,6,6,8,2,1,1,48,3,2011,5,1
7694,2021,21,16,3,2,8,6,1,115,2,99,1,34,5,5,7,9,1,4,999,99,9999,99,1
7695,2021,21,16,3,2,8,6,1,114,99,99,1,36,6,6,8,2,1,4,27,5,9999,99,1
7696,2021,21,16,3,2,8,6,1,114,99,99,1,44,7,7,9,9,1,3,69,2,9999,99,1
7697,2021,21,17,3,2,8,6,1,115,99,99,1,28,4,4,6,9,1,4,6,1,2020,6,6
7698,2021,21,22,4,3,8,6,1,115,2,99,1,999,16,12,18,9,9,4,163,5,2019,5,1
7699,2021,21,22,4,3,8,6,1,115,2,99,1,999,16,12,18,9,9,4,76,3,2020,6,1
7700,2021,21,20,4,3,8,6,1,117,7,99,2,28,4,4,6,9,1,4,999,99,9999,99,1
7701,2021,21,20,4,3,8,6,1,117,7,99,9,999,16,12,18,9,9,4,999,99,9999,99,1
7702,2021,21,10,2,1,8,6,1,117,99,99,1,33,5,5,7,9,1,4,999,99,9999,99,6
7703,2021,21,21,4,3,8,6,21,2101,99,99,1,20,3,3,5,9,1,4,999,1,9999,99,6
7704,2021,21,11,2,1,8,6,19,1904,99,99,1,38,6,6,8,9,1,4,67,5,9999,99,1
7705,2021,21,11,2,1,8,6,19,1904,99,99,1,19,2,2,4,9,1,4,67,1,1999,3,1
7706,2021,21,17,3,2,8,6,5,511,99,99,1,44,7,7,9,9,1,2,27,4,2003,4,1
7707,2021,21,17,3,2,8,6,5,511,99,99,1,46,8,8,10,9,1,4,27,5,2017,5,1
