num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,zona_ciudad,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
3759,2021,24,19,4,3,4,6,17,1703,99,99,1,27,4,4,6,9,1,9,69,2,9999,99,1
3760,2021,24,18,4,3,4,6,17,1710,99,99,1,999,16,12,18,9,9,22,32,1,9999,99,6
3761,2021,24,17,3,2,4,6,5,511,99,99,1,999,16,12,18,9,9,1,48,3,9999,99,1
3762,2021,24,17,3,2,4,6,5,511,99,99,1,45,8,8,10,9,1,4,67,99,9999,99,1
3763,2021,24,21,4,3,4,6,1,101,3,3,1,23,3,3,5,1,1,1,28,10,2007,4,1
3764,2021,24,21,4,3,4,6,1,101,3,3,1,999,16,12,18,9,9,4,46,1,9999,99,1
3765,2021,24,21,4,3,4,6,1,101,17,17,1,29,4,4,6,1,1,4,3,5,2009,4,6
3766,2021,24,21,4,3,4,6,1,107,99,99,1,23,3,3,5,1,1,4,2,1,2019,5,1
3767,2021,24,21,4,3,4,6,1,107,99,99,1,28,4,4,6,1,1,4,38,6,1997,3,1
3768,2021,24,22,4,3,4,6,1,101,7,7,1,999,16,12,18,9,9,2,69,6,1998,3,6
3769,2021,24,18,4,3,4,6,1,108,6,99,1,29,4,4,6,1,1,1,10,1,2015,5,1
3770,2021,24,18,4,3,4,6,1,108,6,99,2,30,5,5,7,1,1,1,69,4,2005,4,1
3771,2021,24,21,4,3,4,6,1,115,4,99,1,44,7,7,9,1,1,1,41,4,9999,99,1
3772,2021,24,21,4,3,4,6,1,115,4,99,1,33,5,5,7,1,1,4,6,1,9999,99,1
3773,2021,24,23,4,3,4,6,3,307,99,99,1,35,6,6,8,1,1,5,30,5,1998,3,1
3774,2021,24,23,4,3,4,6,3,307,99,99,1,23,3,3,5,1,1,4,67,5,2020,6,1
3775,2021,24,17,3,2,4,6,13,1306,99,99,1,29,4,4,6,1,1,4,54,99,2016,5,1
3776,2021,24,17,3,2,4,6,13,1306,99,99,1,40,7,7,9,1,1,4,27,1,2002,4,1
3777,2021,24,21,4,3,4,6,2,207,99,99,1,999,16,12,18,2,9,4,27,2,2014,5,2
3778,2021,24,18,4,3,4,6,17,1710,99,99,1,33,5,5,7,1,1,22,32,1,9999,99,6
3779,2021,25,7,2,1,4,7,1,101,18,18,1,999,16,12,18,9,9,1,999,99,9999,99,1
3780,2021,25,7,2,1,4,7,1,101,18,18,1,21,3,3,5,9,1,4,168,4,2018,5,1
3781,2021,25,11,2,1,4,7,22,2201,99,99,1,26,4,4,6,9,1,3,52,4,2019,5,1
3782,2021,25,11,2,1,4,7,22,2201,99,99,1,23,3,3,5,9,1,4,32,1,9999,99,1
3783,2021,25,17,3,2,4,7,22,2205,99,99,1,31,5,5,7,2,1,4,35,1,9999,99,1
3784,2021,25,17,3,2,4,7,22,2205,99,99,2,32,5,5,7,9,1,1,48,1,1999,3,1
3785,2021,25,18,4,3,4,7,21,2103,99,99,1,27,4,4,6,1,1,5,41,2,9999,99,1
3786,2021,25,18,4,3,4,7,21,2103,99,99,1,20,3,3,5,1,1,4,27,1,9999,99,1
3787,2021,25,18,4,3,4,7,21,2101,99,99,1,17,2,2,4,1,2,2,28,4,9999,99,2
3788,2021,25,18,4,3,4,7,20,2002,99,99,1,18,2,2,4,9,1,4,999,99,9999,99,1
3789,2021,25,18,4,3,4,7,20,2002,99,99,1,27,4,4,6,9,1,4,67,99,9999,99,1
3790,2021,25,11,2,1,4,7,19,1905,99,99,1,45,8,8,10,9,1,1,48,5,2002,4,1
3791,2021,25,11,2,1,4,7,19,1905,99,99,1,25,4,4,6,9,1,4,32,5,9999,99,1
3792,2021,25,4,1,1,4,7,5,509,99,99,1,45,8,8,10,9,1,9,69,4,2018,5,6
3793,2021,25,20,4,3,4,7,11,1106,99,99,1,58,10,10,12,1,1,1,52,4,1990,3,1
3794,2021,25,20,4,3,4,7,11,1106,99,99,1,23,3,3,5,2,1,4,76,5,2014,5,1
3795,2021,25,17,3,2,4,7,13,1302,99,99,1,52,9,9,11,1,1,3,69,4,9999,99,1
3796,2021,25,17,3,2,4,7,13,1302,99,99,1,18,2,2,4,9,1,4,6,5,2021,6,1
3797,2021,25,23,4,3,4,7,8,802,99,99,1,17,2,2,4,2,2,9,69,2,2007,4,1
3798,2021,25,23,4,3,4,7,8,802,99,99,1,999,16,12,18,9,9,1,27,3,1993,3,1
3799,2021,25,17,3,2,4,7,16,1602,99,99,1,30,5,5,7,9,1,5,26,2,1998,3,6
3800,2021,25,2,1,1,4,7,14,1420,99,99,1,999,16,12,18,9,9,3,69,5,9999,99,1
3801,2021,25,2,1,1,4,7,14,1420,99,99,1,23,3,3,5,9,1,4,76,5,9999,99,1
3802,2021,25,23,4,3,4,7,4,401,99,99,1,19,2,2,4,9,1,4,54,3,9999,99,1
3803,2021,25,23,4,3,4,7,4,401,99,99,1,24,3,3,5,9,1,4,6,1,9999,99,1
3804,2021,25,20,4,3,4,7,1,117,1,99,1,23,3,3,5,9,1,4,999,1,9999,99,1
3805,2021,25,20,4,3,4,7,1,117,1,99,1,30,5,5,7,9,1,4,999,5,9999,99,1
3806,2021,26,17,3,2,4,1,1,101,9,9,2,23,3,3,5,9,1,2,48,9,2015,5,1
3807,2021,26,17,3,2,4,1,1,101,9,9,1,45,8,8,10,9,1,4,67,99,2007,4,1
3808,2021,26,10,2,1,4,1,1,101,18,18,1,22,3,3,5,9,1,1,52,1,9999,99,1
3809,2021,26,10,2,1,4,1,1,101,18,18,1,37,6,6,8,9,1,4,6,5,9999,99,1
3810,2021,26,13,3,2,4,1,5,507,99,99,1,53,9,9,11,1,1,1,69,5,9999,99,1
3811,2021,26,13,3,2,4,1,5,507,99,99,1,42,7,7,9,9,1,4,999,99,9999,99,1
3812,2021,26,18,4,3,4,1,5,501,99,99,1,26,4,4,6,2,1,1,41,4,2003,4,1
3813,2021,26,18,4,3,4,1,5,501,99,99,1,999,16,12,18,1,9,4,76,4,9999,99,1
3814,2021,26,14,3,2,4,1,9,920,99,99,1,64,11,11,13,9,1,6,19,2,9999,99,1
3815,2021,26,14,3,2,4,1,9,920,99,99,1,27,4,4,6,9,1,4,999,1,9999,99,1
3816,2021,26,8,2,1,4,1,18,1803,99,99,1,38,6,6,8,9,1,3,41,2,9999,99,1
3817,2021,26,8,2,1,4,1,18,1803,99,99,1,29,4,4,6,9,1,4,67,4,9999,99,1
3818,2021,26,16,3,2,4,1,17,1703,99,99,1,43,7,7,9,9,1,2,52,5,9999,99,1
3819,2021,26,16,3,2,4,1,17,1703,99,99,1,23,3,3,5,9,1,4,64,1,9999,99,1
3820,2021,27,0,1,1,4,2,1,101,1,1,1,24,3,3,5,2,1,4,6,3,2021,6,1
3821,2021,27,0,1,1,4,2,1,101,1,1,1,32,5,5,7,1,1,4,100,2,2017,5,1
3822,2021,27,8,2,1,4,2,1,114,99,99,1,30,5,5,7,9,1,2,28,4,2004,4,1
3823,2021,27,8,2,1,4,2,1,114,99,99,1,15,2,2,4,9,2,4,6,5,9999,99,1
3824,2021,27,14,3,2,4,2,1,111,99,99,1,15,2,2,4,9,2,4,6,7,9999,99,2
3825,2021,27,1,1,1,4,2,22,2205,99,99,1,17,2,2,4,9,2,1,69,3,9999,99,1
3826,2021,27,16,3,2,4,2,21,2106,99,99,1,23,3,3,5,9,1,3,69,2,1994,3,6
3827,2021,27,19,4,3,4,2,20,2001,1,99,1,30,5,5,7,9,1,5,999,2,9999,99,1
3828,2021,27,19,4,3,4,2,20,2001,1,99,1,32,5,5,7,9,1,4,999,17,9999,99,1
3829,2021,27,12,3,2,4,2,19,1907,99,99,1,52,9,9,11,1,1,3,999,99,9999,99,3
3830,2021,27,11,2,1,4,2,10,1010,99,99,1,20,3,3,5,9,1,4,27,5,9999,99,1
3831,2021,27,11,2,1,4,2,10,1010,99,99,1,18,2,2,4,9,1,4,6,5,9999,99,1
3832,2021,27,12,3,2,4,2,10,1013,99,99,1,71,13,11,15,1,1,5,17,1,1989,2,1
3833,2021,27,12,3,2,4,2,10,1013,99,99,1,24,3,3,5,1,1,4,6,5,1989,2,1
3834,2021,27,21,4,3,4,2,15,1507,99,99,1,44,7,7,9,9,1,3,136,11,9999,99,1
3835,2021,27,21,4,3,4,2,15,1507,99,99,1,30,5,5,7,9,1,3,69,5,9999,99,1
3836,2021,27,16,3,2,4,2,18,1801,99,99,1,999,16,12,18,9,9,6,999,1,9999,99,1
3837,2021,27,16,3,2,4,2,18,1801,99,99,1,20,3,3,5,9,1,4,999,1,9999,99,1
3838,2021,27,21,4,3,4,2,17,1703,99,99,1,41,7,7,9,2,1,1,48,7,2001,4,1
3839,2021,27,21,4,3,4,2,17,1703,99,99,2,39,6,6,8,1,1,4,32,2,2021,6,1
3840,2021,28,13,3,2,4,3,1,101,9,9,1,37,6,6,8,1,1,2,69,9,2006,4,1
3841,2021,28,13,3,2,4,3,1,101,9,9,1,22,3,3,5,1,1,4,32,1,2018,5,1
3842,2021,28,16,3,2,4,3,1,101,1,1,1,18,2,2,4,9,1,4,6,3,2015,5,1
3843,2021,28,16,3,2,4,3,1,101,1,1,1,24,3,3,5,9,1,4,6,5,2015,5,1
3844,2021,28,17,3,2,4,3,1,101,4,4,1,35,6,6,8,1,1,4,67,4,2017,5,1
3845,2021,28,17,3,2,4,3,1,101,4,4,1,60,11,11,13,9,1,4,27,5,2017,5,1
3846,2021,28,21,4,3,4,3,1,101,1,1,1,25,4,4,6,9,1,4,20,4,2015,5,1
3847,2021,28,21,4,3,4,3,1,101,1,1,1,37,6,6,8,9,1,4,67,1,2020,6,1
3848,2021,28,23,4,3,4,3,1,101,9,9,2,33,5,5,7,2,1,1,28,4,2012,5,1
3849,2021,28,23,4,3,4,3,1,101,9,9,1,26,4,4,6,9,1,4,6,5,2013,5,1
3850,2021,28,21,4,3,4,3,1,101,13,13,1,29,4,4,6,9,1,1,48,99,9999,99,1
3851,2021,28,21,4,3,4,3,1,101,13,13,1,36,6,6,8,9,1,4,6,99,9999,99,1
3852,2021,28,7,2,1,4,3,1,115,12,99,1,29,4,4,6,1,1,4,32,5,2017,5,6
3853,2021,28,13,3,2,4,3,2,206,99,99,1,28,4,4,6,1,1,3,48,4,1990,3,2
3854,2021,28,18,4,3,4,3,5,501,99,99,1,39,6,6,8,9,1,6,30,14,9999,99,1
3855,2021,28,18,4,3,4,3,5,501,99,99,1,999,16,12,18,9,9,1,69,2,9999,99,1
3856,2021,28,18,4,3,4,3,9,901,7,99,1,23,3,3,5,9,1,2,999,4,9999,99,1
3857,2021,28,18,4,3,4,3,9,901,7,99,1,27,4,4,6,9,1,4,999,1,9999,99,1
3858,2021,28,19,4,3,4,3,10,1002,99,99,1,31,5,5,7,1,1,6,999,2,9999,99,1
3859,2021,28,19,4,3,4,3,10,1002,99,99,1,31,5,5,7,1,1,4,6,5,9999,99,1
3860,2021,28,20,4,3,4,3,11,1101,99,99,1,22,3,3,5,9,1,3,69,4,9999,99,1
3861,2021,28,20,4,3,4,3,11,1101,99,99,1,51,9,9,11,9,1,4,999,1,9999,99,1
3862,2021,28,1,1,1,4,3,14,1413,99,99,1,22,3,3,5,9,1,3,69,9,9999,99,2
3863,2021,28,1,1,1,4,3,14,1413,99,99,1,999,16,12,18,9,9,5,999,99,9999,99,2
3864,2021,29,0,1,1,4,4,1,101,24,24,1,23,3,3,5,9,1,4,999,99,9999,99,6
3865,2021,29,1,1,1,4,4,1,101,7,7,1,40,7,7,9,9,1,1,28,9,9999,99,2
3866,2021,29,15,3,2,4,4,1,117,7,99,2,23,3,3,5,9,1,1,69,99,9999,99,1
3867,2021,29,15,3,2,4,4,1,117,7,99,1,23,3,3,5,9,1,4,3,1,9999,99,1
3868,2021,29,7,2,1,4,4,1,110,99,99,1,999,16,12,18,9,9,12,999,99,9999,99,3
3869,2021,29,0,1,1,4,4,1,110,99,99,2,31,5,5,7,9,1,1,4,2,2008,4,1
3870,2021,29,0,1,1,4,4,1,110,99,99,1,28,4,4,6,9,1,4,67,5,2019,5,1
3871,2021,29,6,2,1,4,4,5,508,99,99,1,31,5,5,7,9,1,12,30,7,9999,99,1
3872,2021,29,6,2,1,4,4,5,508,99,99,2,20,3,3,5,9,1,1,27,3,9999,99,1
3873,2021,29,17,3,2,4,4,6,602,99,99,2,24,3,3,5,9,1,2,27,4,9999,99,3
3874,2021,29,12,3,2,4,4,10,1006,99,99,1,33,5,5,7,9,1,6,19,1,9999,99,1
3875,2021,29,12,3,2,4,4,10,1006,99,99,2,49,8,8,10,9,1,4,6,1,2016,5,1
3876,2021,29,18,4,3,4,4,10,1014,99,99,1,45,8,8,10,9,1,2,52,4,9999,99,1
3877,2021,29,18,4,3,4,4,10,1014,99,99,1,23,3,3,5,9,1,3,56,1,9999,99,1
3878,2021,29,2,1,1,4,4,18,1801,99,99,1,61,11,11,13,2,1,6,19,2,1984,2,1
3879,2021,29,2,1,1,4,4,18,1801,99,99,2,27,4,4,6,9,1,4,67,5,2015,5,1
3880,2021,29,17,3,2,4,4,17,1703,99,99,2,21,3,3,5,2,1,2,69,99,2000,4,2
3881,2021,29,21,4,3,4,4,3,312,99,99,1,56,10,10,12,1,1,5,56,99,1993,3,1
3882,2021,29,21,4,3,4,4,3,312,99,99,1,36,6,6,8,9,1,1,8,4,2004,4,1
3883,2021,30,14,3,2,4,5,1,101,6,6,1,24,3,3,5,9,1,4,2,5,9999,99,2
3884,2021,30,14,3,2,4,5,1,101,6,6,1,999,16,12,18,9,9,1,21,1,9999,99,2
3885,2021,30,0,1,1,4,5,1,101,17,17,9,999,16,12,18,9,9,6,999,99,9999,99,1
3886,2021,30,0,1,1,4,5,1,101,17,17,1,999,16,12,18,9,9,4,3,3,2021,6,1
3887,2021,30,20,4,3,4,5,1,101,17,17,2,60,11,11,13,9,1,1,48,4,2007,4,1
3888,2021,30,20,4,3,4,5,1,101,17,17,1,21,3,3,5,1,1,4,76,5,2019,5,1
3889,2021,30,22,4,3,4,5,1,114,99,99,1,24,3,3,5,9,1,4,72,5,9999,99,1
3890,2021,30,22,4,3,4,5,1,114,99,99,9,999,16,12,18,9,9,12,30,7,9999,99,1
3891,2021,30,20,4,3,4,5,1,108,8,99,9,999,16,12,18,9,9,1,999,99,9999,99,1
3892,2021,30,20,4,3,4,5,1,108,8,99,1,22,3,3,5,9,1,4,999,99,9999,99,1
3893,2021,30,11,2,1,4,5,1,108,4,99,1,32,5,5,7,9,1,1,48,4,2014,5,1
3894,2021,30,11,2,1,4,5,1,108,4,99,1,40,7,7,9,9,1,1,90,17,2006,4,1
3895,2021,30,9,2,1,4,5,5,511,99,99,1,35,6,6,8,9,1,3,999,99,9999,99,2
3896,2021,30,9,2,1,4,5,5,511,99,99,1,35,6,6,8,9,1,5,999,99,9999,99,2
3897,2021,30,5,1,1,4,5,5,504,99,99,1,999,16,12,18,9,9,3,999,99,9999,99,6
3898,2021,30,16,3,2,4,5,5,511,99,99,1,30,5,5,7,9,1,4,3,3,9999,99,1
3899,2021,30,16,3,2,4,5,5,511,99,99,2,42,7,7,9,9,1,4,27,1,9999,99,1
3900,2021,30,19,4,3,4,5,8,802,99,99,1,26,4,4,6,9,1,2,69,2,2004,4,1
3901,2021,30,19,4,3,4,5,8,802,99,99,1,999,16,12,18,9,9,4,999,99,9999,99,1
3902,2021,30,0,1,1,4,5,16,1604,99,99,1,23,3,3,5,1,1,4,27,1,2018,5,1
3903,2021,30,0,1,1,4,5,16,1604,99,99,1,22,3,3,5,9,1,3,69,1,1994,3,1
3904,2021,30,18,4,3,4,5,18,1804,99,99,1,29,4,4,6,2,1,2,48,7,2003,4,1
3905,2021,30,18,4,3,4,5,18,1804,99,99,1,38,6,6,8,9,1,6,19,16,1996,3,1
3906,2021,30,23,4,3,4,5,18,1803,99,99,9,999,16,12,18,9,9,5,999,99,9999,99,1
3907,2021,30,23,4,3,4,5,18,1803,99,99,1,24,3,3,5,9,1,4,18,5,9999,99,1
3908,2021,30,0,1,1,4,5,7,710,99,99,1,33,5,5,7,9,1,2,69,99,9999,99,1
3909,2021,30,0,1,1,4,5,7,710,99,99,1,999,16,12,18,9,9,4,67,1,9999,99,1
3910,2021,1,6,2,1,4,4,1,101,2,2,1,25,4,4,6,9,1,1,69,4,2000,4,5
3911,2021,1,14,3,2,4,4,1,105,99,99,9,999,16,12,18,9,9,3,999,99,9999,99,5
3912,2021,1,20,4,3,4,4,1,115,2,99,1,999,16,12,18,9,9,1,48,11,9999,99,5
3913,2021,1,21,4,3,4,4,1,117,7,99,1,38,6,6,8,9,1,4,6,2,2018,5,5
3914,2021,1,22,4,3,4,4,1,117,3,99,1,999,16,12,18,9,9,1,999,2,9999,99,5
3915,2021,1,0,1,1,4,4,1,108,2,99,1,35,6,6,8,2,1,1,56,10,1988,2,5
3916,2021,1,20,4,3,4,4,6,604,99,99,1,49,8,8,10,9,1,3,69,11,9999,99,5
3917,2021,1,21,4,3,4,4,6,608,99,99,9,999,16,12,18,9,9,2,999,3,9999,99,5
3918,2021,1,6,2,1,4,4,18,1801,99,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
3919,2021,1,0,1,1,4,4,3,301,99,99,1,26,4,4,6,2,1,4,67,5,9999,99,5
3920,2021,1,17,3,2,4,4,3,316,4,99,1,24,3,3,5,2,1,4,32,5,2018,5,5
3921,2021,2,15,3,2,4,5,22,2212,99,99,1,31,5,5,7,2,1,1,56,4,9999,99,5
3922,2021,2,12,3,2,4,5,21,2101,99,99,1,30,5,5,7,9,1,4,6,2,9999,99,5
3923,2021,2,23,4,3,4,5,5,513,99,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
3924,2021,2,0,1,1,4,5,10,1010,99,99,1,26,4,4,6,2,1,4,32,1,9999,99,5
3925,2021,2,21,4,3,4,5,11,1106,99,99,1,22,3,3,5,2,1,4,32,1,9999,99,5
3926,2021,2,18,4,3,4,5,12,1211,99,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
3927,2021,2,10,2,1,4,5,12,1215,1,99,1,999,16,12,18,9,9,3,69,3,9999,99,5
3928,2021,2,14,3,2,4,5,14,1417,99,99,1,32,5,5,7,2,1,5,41,2,2018,5,5
3929,2021,2,13,3,2,4,5,14,1401,5,99,1,40,7,7,9,9,1,2,28,8,2006,4,5
3930,2021,2,20,4,3,4,5,3,301,99,99,1,999,16,12,18,9,9,4,27,2,9999,99,5
3931,2021,3,18,4,3,4,6,1,101,19,19,1,19,2,2,4,9,1,4,6,99,2016,5,5
3932,2021,3,21,4,3,4,6,5,501,99,99,1,26,4,4,6,2,1,4,64,2,2019,5,5
3933,2021,3,20,4,3,4,6,9,901,1,99,1,51,9,9,11,9,1,3,69,6,9999,99,5
3934,2021,3,0,1,1,4,6,4,409,2,99,1,18,2,2,4,9,1,4,6,1,2020,6,5
3935,2021,4,14,3,2,4,7,1,107,99,99,1,20,3,3,5,1,1,4,6,5,2017,5,5
3936,2021,4,16,3,2,4,7,1,115,12,99,1,24,3,3,5,1,1,1,28,2,2015,5,5
3937,2021,4,17,3,2,4,7,1,117,7,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
3938,2021,4,7,2,1,4,7,5,506,99,99,1,39,6,6,8,1,1,12,7,7,1992,3,5
3939,2021,4,10,2,1,4,7,5,514,1,99,1,27,4,4,6,9,1,4,27,1,9999,99,5
3940,2021,4,22,4,3,4,7,5,514,99,99,9,999,16,12,18,9,9,4,999,99,9999,99,5
3941,2021,4,12,3,2,4,7,10,1013,1,99,1,30,5,5,7,9,1,2,28,9,2007,4,5
3942,2021,5,8,2,1,4,1,1,101,4,4,1,34,5,5,7,9,1,2,69,4,2012,5,5
3943,2021,5,9,2,1,4,1,19,1904,99,99,1,61,11,11,13,9,1,1,69,4,2004,4,5
3944,2021,5,10,2,1,4,1,17,1710,99,99,9,999,16,12,18,9,9,4,999,99,9999,99,5
3945,2021,6,19,4,3,4,2,18,1802,99,99,9,999,16,12,18,9,9,5,999,99,9999,99,5
3946,2021,6,12,3,2,4,2,14,1411,99,99,9,999,16,12,18,9,9,3,999,3,9999,99,5
3947,2021,7,17,3,2,4,3,1,101,19,19,9,999,16,12,18,9,9,4,999,99,9999,99,5
3948,2021,7,14,3,2,4,3,16,1601,99,99,1,37,6,6,8,9,1,3,69,2,2020,6,5
3949,2021,8,12,3,2,4,4,1,116,99,99,1,23,3,3,5,9,1,4,76,5,9999,99,5
3950,2021,8,21,4,3,4,4,16,1604,99,99,1,28,4,4,6,9,1,4,100,99,9999,99,5
3951,2021,8,15,3,2,4,4,14,1419,99,99,1,999,16,12,18,9,9,1,999,99,9999,99,5
3952,2021,9,0,1,1,4,5,1,117,99,99,1,28,4,4,6,9,1,4,6,2,2020,6,5
3953,2021,9,20,4,3,4,5,1,111,4,99,1,23,3,3,5,9,1,4,67,2,2009,4,5
3954,2021,9,12,3,2,4,5,9,901,3,99,1,39,6,6,8,9,1,12,17,1,9999,99,5
3955,2021,9,17,3,2,4,5,12,1222,99,99,9,999,16,12,18,9,9,3,999,8,9999,99,5
3956,2021,9,12,3,2,4,5,16,1605,99,99,1,23,3,3,5,9,1,4,100,1,2020,6,5
3957,2021,9,22,4,3,4,5,3,314,99,99,1,30,5,5,7,9,1,4,32,1,9999,99,5
3958,2021,10,21,4,3,4,6,1,101,6,6,1,26,4,4,6,1,1,4,6,5,2016,5,5
3959,2021,10,13,3,2,4,6,1,102,99,99,1,31,5,5,7,9,1,5,190,7,2020,6,5
3960,2021,10,19,4,3,4,6,10,1010,99,99,9,999,16,12,18,9,9,1,69,1,9999,99,5
3961,2021,10,17,3,2,4,6,12,1216,99,99,1,61,11,11,13,9,1,5,999,99,9999,99,5
3962,2021,10,21,4,3,4,6,16,1613,99,99,9,999,16,12,18,9,9,4,999,99,9999,99,5
3963,2021,10,21,4,3,4,6,3,308,99,99,1,27,4,4,6,9,1,5,41,3,2008,4,5
3964,2021,11,1,1,1,4,7,1,101,18,18,1,26,4,4,6,1,1,4,27,5,2019,5,5
3965,2021,11,21,4,3,4,7,4,410,99,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
3966,2021,11,13,3,2,4,7,9,903,99,99,1,21,3,3,5,9,1,4,42,1,9999,99,5
3967,2021,11,19,4,3,4,7,13,1312,99,99,1,52,9,9,11,2,1,4,27,5,9999,99,5
3968,2021,11,20,4,3,4,7,1,114,99,99,1,999,16,12,18,9,9,1,999,99,9999,99,5
3969,2021,11,20,4,3,4,7,5,504,99,99,1,28,4,4,6,9,1,4,64,5,9999,99,5
3970,2021,11,23,4,3,4,7,11,1101,5,99,1,23,3,3,5,9,1,4,6,5,9999,99,5
3971,2021,12,12,3,2,4,1,1,101,1,1,1,59,10,10,12,1,1,1,28,2,2020,6,5
3972,2021,12,6,2,1,4,1,1,101,18,18,1,38,6,6,8,9,1,4,2,4,2020,6,5
3973,2021,12,10,2,1,4,1,1,116,99,99,1,41,7,7,9,9,1,4,6,99,2020,6,5
3974,2021,12,10,2,1,4,1,1,114,99,99,1,34,5,5,7,9,1,4,6,99,2013,5,5
3975,2021,12,13,3,2,4,1,1,117,7,99,1,21,3,3,5,9,1,2,56,3,2007,4,5
3976,2021,12,22,4,3,4,1,1,115,99,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
3977,2021,12,20,4,3,4,1,1,108,3,99,1,41,7,7,9,9,1,1,21,1,9999,99,5
3978,2021,12,22,4,3,4,1,6,612,99,99,1,21,3,3,5,9,1,4,6,6,9999,99,5
3979,2021,12,23,4,3,4,1,16,1604,99,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
3980,2021,12,18,4,3,4,1,15,1507,99,99,1,41,7,7,9,2,1,2,28,4,2001,4,5
3981,2021,12,11,2,1,4,1,17,1710,99,99,9,999,16,12,18,9,9,3,999,99,9999,99,5
3982,2021,13,3,1,1,4,2,1,101,9,9,1,999,16,12,18,9,9,1,999,99,9999,99,5
3983,2021,13,7,2,1,4,2,1,101,7,7,1,999,16,12,18,9,9,99,999,99,9999,99,5
3984,2021,13,7,2,1,4,2,1,114,99,99,1,999,16,12,18,9,9,5,999,99,9999,99,5
3985,2021,13,18,4,3,4,2,5,511,99,99,1,999,16,12,18,9,9,99,999,99,9999,99,5
3986,2021,13,6,2,1,4,2,3,314,99,99,1,999,16,12,18,9,9,99,999,99,9999,99,5
3987,2021,14,2,1,1,4,3,1,103,99,99,1,999,16,12,18,9,9,99,999,99,9999,99,5
3988,2021,14,16,3,2,4,3,21,2103,99,99,1,22,3,3,5,9,1,1,52,2,1994,3,5
3989,2021,14,19,4,3,4,3,18,1801,99,99,9,999,16,12,18,9,9,5,999,99,9999,99,5
3990,2021,14,19,4,3,4,3,3,301,99,99,1,66,12,11,14,9,1,12,71,1,9999,99,5
3991,2021,15,11,2,1,4,4,19,1901,99,99,1,18,2,2,4,1,1,4,67,4,2018,5,5
3992,2021,15,21,4,3,4,4,7,710,99,99,1,21,3,3,5,1,1,4,18,99,2019,5,5
3993,2021,15,17,3,2,4,4,7,715,99,99,1,30,5,5,7,9,1,3,69,3,9999,99,5
3994,2021,15,1,1,1,4,4,4,401,99,99,1,35,6,6,8,9,1,4,32,5,2013,5,5
3995,2021,16,21,4,3,4,5,1,110,99,99,1,42,7,7,9,9,1,1,69,9,1999,3,5
3996,2021,16,23,4,3,4,5,5,506,99,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
3997,2021,16,8,2,1,4,5,3,301,99,99,1,25,4,4,6,9,1,4,2,5,2020,6,5
3998,2021,17,22,4,3,4,6,1,102,99,99,2,999,16,12,18,9,9,4,100,1,9999,99,5
3999,2021,17,18,4,3,4,6,21,2106,99,99,1,26,4,4,6,9,1,1,48,1,9999,99,5
4000,2021,17,2,1,1,4,6,5,513,99,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
4001,2021,17,10,2,1,4,6,11,1101,99,99,1,26,4,4,6,9,1,3,69,5,2003,4,5
4002,2021,17,1,1,1,4,6,18,1802,99,99,9,999,16,12,18,9,9,5,999,99,9999,99,5
4003,2021,17,19,4,3,4,6,18,1804,99,99,9,999,16,12,18,9,9,1,999,99,9999,99,5
4004,2021,17,10,2,1,4,6,18,1802,99,99,9,999,16,12,18,9,9,4,999,99,9999,99,5
4005,2021,17,12,3,2,4,6,14,1401,1,99,1,33,5,5,7,9,1,2,56,4,9999,99,5
4006,2021,17,17,3,2,4,6,4,406,99,99,1,51,9,9,11,9,1,2,48,4,2014,5,5
4007,2021,18,12,3,2,4,7,1,110,99,99,1,16,2,2,4,9,2,4,32,3,9999,99,5
4008,2021,18,20,4,3,4,7,20,2004,99,99,9,999,16,12,18,9,9,2,999,2,9999,99,5
4009,2021,18,2,1,1,4,7,20,2001,99,99,9,999,16,12,18,9,9,3,999,99,9999,99,5
4010,2021,18,20,4,3,4,7,5,514,99,99,1,28,4,4,6,9,1,5,999,99,9999,99,5
4011,2021,18,19,4,3,4,7,12,1215,99,99,9,999,16,12,18,9,9,1,999,2,9999,99,5
4012,2021,18,20,4,3,4,7,13,1310,99,99,9,999,16,12,18,9,9,3,999,99,9999,99,5
4013,2021,18,18,4,3,4,7,1,114,99,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
4014,2021,18,18,4,3,4,7,14,1401,99,99,1,38,6,6,8,9,1,2,52,5,2000,4,5
4015,2021,19,19,4,3,4,1,13,1312,99,99,9,999,16,12,18,9,9,3,999,99,9999,99,5
4016,2021,20,18,4,3,4,2,21,2106,99,99,1,64,11,11,13,9,1,1,56,9,9999,99,5
