num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,zona_ciudad,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
1912,2021,21,0,1,1,3,7,1,108,6,99,1,999,99,9999,99,5
1913,2021,21,17,3,2,3,7,6,602,99,99,4,999,99,9999,99,5
1914,2021,21,22,4,3,3,7,13,1327,99,99,4,6,3,2018,5,5
1915,2021,21,15,3,2,3,7,2,205,99,99,3,999,99,9999,99,5
1916,2021,21,7,2,1,3,7,3,307,99,99,4,6,1,9999,99,5
1917,2021,22,19,4,3,3,1,1,101,18,18,4,999,99,9999,99,5
1918,2021,22,16,3,2,3,1,1,105,99,99,1,999,99,9999,99,5
1919,2021,22,7,2,1,3,1,1,101,12,12,3,10,3,2004,4,5
1920,2021,22,18,4,3,3,1,1,108,10,99,4,1,3,9999,99,5
1921,2021,22,4,1,1,3,1,22,2201,99,99,1,999,99,9999,99,5
1922,2021,22,19,4,3,3,1,21,2106,99,99,3,14,2,9999,99,5
1923,2021,22,18,4,3,3,1,18,1803,99,99,6,999,99,9999,99,5
1924,2021,22,23,4,3,3,1,4,405,99,99,1,999,99,9999,99,5
1925,2021,23,9,2,1,3,2,1,101,5,5,4,67,4,2020,6,5
1926,2021,23,6,2,1,3,2,1,114,99,99,4,999,99,9999,99,5
1927,2021,23,20,4,3,3,2,1,116,3,99,1,48,9,9999,99,5
1928,2021,23,22,4,3,3,2,12,1202,99,99,1,69,6,1994,3,5
1929,2021,23,19,4,3,3,2,17,1710,99,99,1,999,99,9999,99,5
1930,2021,23,21,4,3,3,2,14,1401,99,99,1,999,99,9999,99,5
1931,2021,23,21,4,3,3,2,14,1401,99,99,1,999,99,9999,99,5
1932,2021,23,11,2,1,3,2,4,414,1,99,4,32,5,2013,5,5
1933,2021,24,10,2,1,3,3,1,108,1,99,1,999,99,9999,99,5
1934,2021,24,9,2,1,3,3,6,601,99,99,2,27,9,2008,4,5
1935,2021,24,9,2,1,3,3,4,410,99,99,3,27,5,2006,4,5
1936,2021,24,20,4,3,3,3,1,110,99,99,4,32,1,2019,5,5
1937,2021,24,22,4,3,3,3,11,1102,99,99,6,999,2,9999,99,5
1938,2021,24,0,1,1,3,3,12,1214,99,99,4,27,5,9999,99,5
1939,2021,25,7,2,1,3,4,1,114,99,99,4,18,4,2017,5,5
1940,2021,25,7,2,1,3,4,6,602,99,99,4,18,5,9999,99,5
1941,2021,25,11,2,1,3,4,17,1701,99,99,99,999,99,9999,99,5
1942,2021,25,17,3,2,3,4,1,101,17,17,2,999,99,9999,99,5
1943,2021,25,20,4,3,3,4,5,502,99,99,4,141,6,9999,99,5
1944,2021,25,18,4,3,3,4,1,117,9,99,4,6,5,9999,99,5
1945,2021,26,16,3,2,3,5,15,1501,99,99,3,69,5,1994,3,5
1946,2021,26,13,3,2,3,5,16,1608,99,99,3,52,4,9999,99,5
1947,2021,27,16,3,2,3,6,1,101,18,18,4,6,5,9999,99,5
1948,2021,27,16,3,2,3,6,1,101,18,18,99,999,99,9999,99,5
1949,2021,27,16,3,2,3,6,1,101,7,7,4,100,4,2018,5,5
1950,2021,27,17,3,2,3,6,1,101,11,11,1,48,5,9999,99,5
1951,2021,27,2,1,1,3,6,1,114,99,99,99,999,99,9999,99,5
1952,2021,27,18,4,3,3,6,10,1001,99,99,4,67,1,2020,6,5
1953,2021,27,10,2,1,3,6,16,1601,99,99,99,999,99,9999,99,5
1954,2021,27,17,3,2,3,6,16,1606,99,99,3,69,99,9999,99,5
1955,2021,27,22,4,3,3,6,16,1601,11,99,4,67,3,9999,99,5
1956,2021,27,21,4,3,3,6,14,1412,99,99,1,27,4,2009,4,5
1957,2021,27,23,4,3,3,6,7,704,99,99,4,18,1,9999,99,5
1958,2021,27,2,1,1,3,6,4,416,99,99,1,999,10,9999,99,5
1959,2021,27,23,4,3,3,6,4,401,99,99,12,30,99,9999,99,5
1960,2021,28,20,4,3,3,7,19,1904,99,99,6,19,1,2003,4,5
1961,2021,28,19,4,3,3,7,14,1420,99,99,99,999,99,9999,99,5
1962,2021,28,19,4,3,3,7,2,203,99,99,5,56,2,2000,4,5
1963,2021,28,6,2,1,3,7,17,1710,99,99,99,999,99,9999,99,5
1964,2021,28,7,2,1,3,7,17,1710,99,99,99,999,99,9999,99,5
1965,2021,28,7,2,1,3,7,17,1710,99,99,99,999,99,9999,99,5
1966,2021,29,5,1,1,3,1,1,114,99,99,4,27,5,9999,99,5
1967,2021,29,22,4,3,3,1,3,306,99,99,99,999,99,9999,99,5
1968,2021,29,17,3,2,3,1,1,108,7,99,99,999,99,9999,99,5
1969,2021,29,23,4,3,3,1,1,101,7,7,4,999,99,9999,99,5
1970,2021,30,21,4,3,3,2,5,501,99,99,2,999,99,9999,99,5
1971,2021,31,18,4,3,3,3,1,103,4,99,4,76,5,9999,99,5
1972,2021,31,18,4,3,3,3,21,2101,99,99,3,69,99,9999,99,5
1973,2021,31,22,4,3,3,3,21,2101,99,99,4,999,1,9999,99,5
1974,2021,31,21,4,3,3,3,10,1020,99,99,99,999,99,9999,99,5
1975,2021,31,12,3,2,3,3,11,1108,99,99,4,2,1,2019,5,5
1976,2021,31,10,2,1,3,3,18,1804,99,99,4,67,4,9999,99,5
1977,2021,31,17,3,2,3,3,3,313,4,99,4,32,3,2017,5,5
1978,2021,31,19,4,3,3,3,3,312,99,99,99,999,99,9999,99,5
1979,2021,1,18,4,3,4,4,1,101,25,25,4,999,99,9999,99,6
1980,2021,1,2,1,1,4,4,1,103,99,99,4,67,5,2018,5,6
1981,2021,1,14,3,2,4,4,1,102,99,99,4,6,5,2017,5,6
1982,2021,1,16,3,2,4,4,1,101,7,7,4,27,5,2004,4,6
1983,2021,1,21,4,3,4,4,1,101,7,7,1,27,3,2007,4,1
1984,2021,1,17,3,2,4,4,1,101,12,12,4,18,5,9999,99,1
1985,2021,1,22,4,3,4,4,22,2214,99,99,3,69,3,9999,99,1
1986,2021,1,17,3,2,4,4,22,2214,99,99,3,52,10,1998,3,1
1987,2021,1,12,3,2,4,4,5,513,99,99,1,69,1,9999,99,1
1988,2021,1,21,4,3,4,4,5,501,99,99,5,999,99,9999,99,1
1989,2021,1,17,3,2,4,4,6,609,99,99,2,69,5,1997,3,3
1990,2021,1,20,4,3,4,4,10,1021,99,99,3,69,10,9999,99,1
1991,2021,1,21,4,3,4,4,8,802,99,99,5,19,2,2000,4,1
1992,2021,1,0,1,1,4,4,16,1604,99,99,1,69,2,9999,99,1
1993,2021,1,6,2,1,4,4,2,207,99,99,4,6,1,9999,99,2
1994,2021,1,6,2,1,4,4,18,1804,99,99,3,999,2,9999,99,2
1995,2021,1,22,4,3,4,4,18,1803,99,99,2,27,4,2002,4,1
1996,2021,1,21,4,3,4,4,17,1702,99,99,4,27,1,9999,99,1
1997,2021,1,22,4,3,4,4,17,1711,99,99,1,10,11,2006,4,2
1998,2021,1,1,1,1,4,4,14,1409,99,99,3,69,8,1987,2,1
1999,2021,1,15,3,2,4,4,4,408,99,99,14,6,1,2007,4,2
2000,2021,1,20,4,3,4,4,4,410,99,99,4,27,5,9999,99,6
2001,2021,1,0,1,1,4,4,3,301,99,99,4,67,5,9999,99,1
2002,2021,2,22,4,3,4,5,1,105,99,99,4,6,5,9999,99,1
2003,2021,2,8,2,1,4,5,1,103,99,99,1,27,5,1995,3,1
2004,2021,2,9,2,1,4,5,1,101,11,11,1,48,4,2003,4,1
2005,2021,2,20,4,3,4,5,1,115,4,99,4,2,5,9999,99,6
2006,2021,2,14,3,2,4,5,1,114,99,99,4,64,5,9999,99,1
2007,2021,2,16,3,2,4,5,1,116,1,99,1,28,5,9999,99,1
2008,2021,2,17,3,2,4,5,1,116,99,99,4,6,1,9999,99,1
2009,2021,2,15,3,2,4,5,1,114,99,99,4,18,1,9999,99,6
2010,2021,2,7,2,1,4,5,1,116,99,99,1,41,8,2005,4,1
2011,2021,2,1,1,1,4,5,1,117,99,99,4,72,5,9999,99,6
2012,2021,2,16,3,2,4,5,21,2102,99,99,4,64,5,2016,5,1
2013,2021,2,18,4,3,4,5,5,505,99,99,1,73,5,9999,99,1
2014,2021,2,18,4,3,4,5,6,602,99,99,4,6,99,9999,99,1
2015,2021,2,0,1,1,4,5,10,1016,99,99,12,30,7,1996,3,1
2016,2021,2,16,3,2,4,5,11,1107,99,99,1,56,11,9999,99,2
2017,2021,2,13,3,2,4,5,13,1302,99,99,2,17,5,9999,99,1
2018,2021,2,18,4,3,4,5,2,203,99,99,4,54,1,9999,99,6
2019,2021,2,6,2,1,4,5,18,1805,99,99,3,52,5,9999,99,3
2020,2021,2,13,3,2,4,5,18,1802,99,99,1,69,1,9999,99,1
2021,2021,2,4,1,1,4,5,21,2106,99,99,4,999,99,9999,99,2
2022,2021,2,20,4,3,4,5,17,1712,99,99,4,67,5,9999,99,1
2023,2021,2,17,3,2,4,5,14,1401,4,99,12,999,1,9999,99,1
2024,2021,2,0,1,1,4,5,7,709,99,99,4,6,1,9999,99,6
2025,2021,2,20,4,3,4,5,4,416,99,99,4,96,5,2015,5,1
2026,2021,2,22,4,3,4,5,3,307,99,99,1,52,9,9999,99,2
2027,2021,2,22,4,3,4,5,19,1903,99,99,1,69,4,2001,4,1
2028,2021,3,19,4,3,4,6,1,101,1,1,4,32,5,2021,6,1
2029,2021,3,9,2,1,4,6,1,101,18,18,1,52,4,1996,3,1
2030,2021,3,0,1,1,4,6,1,101,25,25,2,31,2,2015,5,1
2031,2021,3,13,3,2,4,6,1,115,1,99,1,69,1,9999,99,1
2032,2021,3,21,4,3,4,6,1,108,3,99,1,28,9,9999,99,1
2033,2021,3,7,2,1,4,6,22,2201,99,99,4,190,5,2021,6,1
2034,2021,3,17,3,2,4,6,22,2201,99,99,4,67,2,9999,99,1
2035,2021,3,23,4,3,4,6,20,2001,1,99,4,43,6,9999,99,1
2036,2021,3,19,4,3,4,6,19,1911,99,99,4,999,99,9999,99,1
2037,2021,3,6,2,1,4,6,6,608,99,99,1,17,4,9999,99,1
2038,2021,3,20,4,3,4,6,6,614,99,99,1,999,99,9999,99,1
2039,2021,3,21,4,3,4,6,6,606,99,99,4,6,5,9999,99,2
2040,2021,3,6,2,1,4,6,10,1001,99,99,4,190,3,9999,99,1
2041,2021,3,5,1,1,4,6,11,1103,99,99,5,31,2,2016,5,1
2042,2021,3,21,4,3,4,6,11,1103,99,99,1,999,99,9999,99,1
2043,2021,3,21,4,3,4,6,11,1101,6,99,4,67,2,9999,99,1
2044,2021,3,0,1,1,4,6,9,920,99,99,1,999,99,9999,99,1
2045,2021,3,22,4,3,4,6,12,1201,99,99,1,69,11,9999,99,1
2046,2021,3,15,3,2,4,6,13,1301,99,99,3,69,1,1986,2,1
2047,2021,3,16,3,2,4,6,2,203,99,99,3,69,2,9999,99,3
2048,2021,3,18,4,3,4,6,2,208,99,99,1,56,4,9999,99,1
2049,2021,3,17,3,2,4,6,17,1709,99,99,3,69,9,9999,99,1
2050,2021,3,18,4,3,4,6,17,1701,99,99,4,67,5,9999,99,2
2051,2021,3,16,3,2,4,6,3,306,99,99,2,28,4,2005,4,1
2052,2021,3,20,4,3,4,6,3,301,99,99,4,6,4,2021,6,1
2053,2021,3,19,4,3,4,6,3,304,99,99,3,69,3,9999,99,3
2054,2021,4,11,2,1,4,7,1,101,6,6,2,27,2,2001,4,1
2055,2021,4,2,1,1,4,7,1,101,9,9,9,28,6,9999,99,1
2056,2021,4,14,3,2,4,7,1,102,99,99,4,27,1,2007,4,6
2057,2021,4,1,1,1,4,7,1,101,12,12,1,48,4,2005,4,1
2058,2021,4,15,3,2,4,7,1,115,1,99,1,52,7,9999,99,1
2059,2021,4,20,4,3,4,7,5,513,99,99,4,999,99,9999,99,1
2060,2021,4,22,4,3,4,7,11,1101,1,99,1,48,5,9999,99,1
2061,2021,4,17,3,2,4,7,13,1301,99,99,2,999,6,9999,99,3
2062,2021,4,22,4,3,4,7,15,1501,99,99,4,6,2,9999,99,1
2063,2021,4,21,4,3,4,7,17,1704,99,99,4,67,5,9999,99,2
2064,2021,4,13,3,2,4,7,17,1713,99,99,4,27,1,9999,99,6
2065,2021,4,0,1,1,4,7,14,1413,99,99,3,69,99,9999,99,1
2066,2021,4,16,3,2,4,7,4,401,99,99,4,32,5,9999,99,1
2067,2021,4,22,4,3,4,7,5,513,99,99,4,999,99,9999,99,1
2068,2021,5,17,3,2,4,1,1,101,9,9,4,3,5,2021,6,1
2069,2021,5,6,2,1,4,1,1,101,18,18,1,69,4,1993,3,1
2070,2021,5,20,4,3,4,1,1,101,17,17,2,27,9,2003,4,1
2071,2021,5,23,4,3,4,1,1,101,7,7,4,999,99,9999,99,6
2072,2021,5,7,2,1,4,1,1,115,12,99,4,2,3,2018,5,1
2073,2021,5,15,3,2,4,1,1,115,5,99,1,56,4,2015,5,1
2074,2021,5,20,4,3,4,1,22,2202,99,99,1,69,9,2003,4,1
2075,2021,5,21,4,3,4,1,20,2001,1,99,4,999,99,9999,99,1
2076,2021,5,21,4,3,4,1,16,1609,99,99,1,69,3,2008,4,1
2077,2021,6,3,1,1,4,2,1,101,6,6,1,28,2,2018,5,6
2078,2021,6,7,2,1,4,2,1,101,24,24,4,2,3,2021,6,1
2079,2021,6,9,2,1,4,2,1,101,13,13,1,999,99,9999,99,1
2080,2021,6,22,4,3,4,2,1,115,12,99,1,48,4,2014,5,1
2081,2021,6,13,3,2,4,2,1,116,99,99,4,77,1,2012,5,1
2082,2021,6,23,4,3,4,2,1,108,1,99,4,18,2,2017,5,6
2083,2021,6,10,2,1,4,2,1,108,4,99,2,41,4,2007,4,1
2084,2021,6,9,2,1,4,2,22,2203,99,99,5,28,2,2005,4,1
2085,2021,6,19,4,3,4,2,19,1903,99,99,6,19,3,2005,4,1
2086,2021,6,10,2,1,4,2,5,501,99,99,1,52,4,2021,6,1
2087,2021,6,21,4,3,4,2,6,611,99,99,4,6,2,9999,99,1
2088,2021,6,12,3,2,4,2,11,1101,99,99,4,6,1,9999,99,1
2089,2021,6,7,2,1,4,2,16,1617,99,99,3,69,2,2018,5,1
2090,2021,6,20,4,3,4,2,2,206,99,99,4,6,1,9999,99,1
2091,2021,6,18,4,3,4,2,14,1406,99,99,3,69,4,2004,4,1
2092,2021,7,20,4,3,4,3,1,101,18,18,14,6,6,2002,4,1
2093,2021,7,5,1,1,4,3,1,117,1,99,4,999,6,9999,99,1
2094,2021,7,11,2,1,4,3,1,114,99,99,6,19,3,9999,99,1
2095,2021,7,21,4,3,4,3,1,115,99,99,4,67,1,9999,99,1
2096,2021,7,18,4,3,4,3,1,108,6,99,4,67,5,2019,5,1
2097,2021,7,21,4,3,4,3,22,2212,99,99,14,6,1,9999,99,6
2098,2021,7,5,1,1,4,3,5,501,99,99,12,30,99,2002,4,1
2099,2021,7,14,3,2,4,3,5,501,99,99,4,32,5,2007,4,1
2100,2021,7,18,4,3,4,3,5,501,99,99,1,56,4,9999,99,3
2101,2021,7,4,1,1,4,3,16,1604,99,99,6,30,5,9999,99,1
2102,2021,7,17,3,2,4,3,16,1601,99,99,4,2,5,2018,5,1
2103,2021,7,19,4,3,4,3,16,1601,99,99,5,28,99,9999,99,1
2104,2021,7,16,3,2,4,3,18,1801,99,99,2,28,6,9999,99,1
2105,2021,7,0,1,1,4,3,17,1714,99,99,4,18,5,9999,99,2
2106,2021,7,5,1,1,4,3,17,1701,99,99,4,76,5,2019,5,1
2107,2021,7,5,1,1,4,3,17,1707,99,99,4,18,99,9999,99,2
2108,2021,7,20,4,3,4,3,17,1711,99,99,4,999,99,9999,99,2
2109,2021,7,6,2,1,4,3,1,107,99,99,4,999,99,9999,99,6
2110,2021,8,10,2,1,4,4,1,101,18,18,1,48,6,9999,99,1
2111,2021,8,3,1,1,4,4,1,101,5,5,4,999,2,9999,99,6
2112,2021,8,23,4,3,4,4,1,115,12,99,5,56,4,9999,99,1
2113,2021,8,15,3,2,4,4,1,108,4,99,4,999,99,9999,99,6
2114,2021,8,22,4,3,4,4,5,504,99,99,4,27,5,2016,5,1
2115,2021,8,14,3,2,4,4,6,603,99,99,5,999,2,9999,99,1
2116,2021,8,6,2,1,4,4,6,608,99,99,4,999,99,9999,99,6
2117,2021,8,7,2,1,4,4,17,1710,99,99,4,27,5,9999,99,1
2118,2021,8,20,4,3,4,4,4,409,99,99,1,999,99,9999,99,1
2119,2021,8,22,4,3,4,4,3,314,99,99,4,32,5,2016,5,6
2120,2021,8,23,4,3,4,4,1,101,11,11,4,6,7,9999,99,6
2121,2021,9,9,2,1,4,5,1,101,12,12,1,27,5,2006,4,1
2122,2021,9,21,4,3,4,5,1,108,1,99,4,999,99,9999,99,6
2123,2021,9,12,3,2,4,5,5,513,99,99,3,69,4,9999,99,1
2124,2021,9,16,3,2,4,5,5,501,99,99,4,6,5,2018,5,1
2125,2021,9,20,4,3,4,5,5,511,99,99,5,17,3,1993,3,1
2126,2021,9,0,1,1,4,5,6,604,99,99,4,6,2,9999,99,6
2127,2021,9,17,3,2,4,5,12,1222,99,99,3,999,8,9999,99,2
2128,2021,9,21,4,3,4,5,16,1601,99,99,2,28,2,1999,3,1
2129,2021,9,12,3,2,4,5,15,1503,3,99,4,999,99,9999,99,1
2130,2021,9,0,1,1,4,5,14,1403,99,99,5,26,99,2002,4,1
2131,2021,9,17,3,2,4,5,4,406,99,99,5,17,2,1996,3,1
2132,2021,9,11,2,1,4,5,3,307,99,99,1,69,8,1988,2,1
2133,2021,10,7,2,1,4,6,1,101,17,17,5,84,2,2021,6,1
2134,2021,10,17,3,2,4,6,1,101,18,18,4,67,1,9999,99,6
2135,2021,10,18,4,3,4,6,1,103,99,99,4,67,1,9999,99,2
2136,2021,10,10,2,1,4,6,1,102,99,99,3,48,1,9999,99,1
2137,2021,10,21,4,3,4,6,1,101,7,7,4,6,5,9999,99,1
2138,2021,10,20,4,3,4,6,1,101,12,12,4,999,99,9999,99,1
2139,2021,10,15,3,2,4,6,1,115,99,99,1,27,3,9999,99,1
2140,2021,10,16,3,2,4,6,1,115,5,99,1,56,5,2020,6,1
2141,2021,10,21,4,3,4,6,1,117,99,99,4,32,1,9999,99,1
2142,2021,10,22,4,3,4,6,1,115,99,99,4,6,1,9999,99,1
2143,2021,10,22,4,3,4,6,1,117,99,99,4,999,99,9999,99,6
2144,2021,10,22,4,3,4,6,1,108,6,99,1,48,10,9999,99,1
2145,2021,10,23,4,3,4,6,1,108,4,99,4,2,1,9999,99,6
2146,2021,10,18,4,3,4,6,22,2205,99,99,4,67,17,9999,99,6
2147,2021,10,19,4,3,4,6,19,1902,99,99,4,999,1,9999,99,1
2148,2021,10,18,4,3,4,6,5,501,99,99,6,19,2,2001,4,1
2149,2021,10,18,4,3,4,6,6,602,99,99,3,999,5,2005,4,3
2150,2021,10,6,2,1,4,6,10,1021,99,99,6,999,2,9999,99,1
2151,2021,10,16,3,2,4,6,11,1101,5,99,1,69,6,9999,99,1
2152,2021,10,12,3,2,4,6,16,1613,99,99,6,999,99,9999,99,1
2153,2021,10,12,3,2,4,6,18,1804,99,99,5,30,99,9999,99,1
2154,2021,10,19,4,3,4,6,17,1703,99,99,14,999,99,9999,99,1
2155,2021,10,16,3,2,4,6,3,308,99,99,2,69,1,2012,5,1
2156,2021,10,21,4,3,4,6,3,308,99,99,4,2,5,9999,99,1
2157,2021,11,0,1,1,4,7,1,101,2,2,1,69,6,1992,3,1
2158,2021,11,1,1,1,4,7,1,101,11,11,4,190,1,9999,99,1
2159,2021,11,2,1,1,4,7,1,114,99,99,4,999,99,9999,99,6
2160,2021,11,14,3,2,4,7,1,101,9,9,4,3,5,2021,6,1
2161,2021,11,5,1,1,4,7,16,1609,99,99,22,6,1,9999,99,3
2162,2021,11,8,2,1,4,7,17,1713,99,99,2,69,4,9999,99,1
2163,2021,11,14,3,2,4,7,5,506,99,99,4,6,3,9999,99,1
2164,2021,11,15,3,2,4,7,22,2207,99,99,5,999,2,9999,99,1
2165,2021,11,18,4,3,4,7,15,1505,99,99,99,69,4,1991,3,1
2166,2021,11,23,4,3,4,7,4,401,6,99,4,76,14,2004,4,1
2167,2021,11,18,4,3,4,7,20,2002,99,99,4,999,99,9999,99,6
2168,2021,11,20,4,3,4,7,20,2004,99,99,2,27,4,9999,99,1
2169,2021,11,18,4,3,4,7,6,602,99,99,4,6,17,9999,99,6
2170,2021,11,19,4,3,4,7,1,101,1,1,2,52,6,2002,4,1
2171,2021,11,17,3,2,4,7,1,101,6,6,1,69,5,1999,3,1
2172,2021,11,21,4,3,4,7,16,1601,3,99,1,52,2,2004,4,1
2173,2021,11,22,4,3,4,7,14,1420,99,99,4,999,99,9999,99,6
2174,2021,11,23,4,3,4,7,16,1601,12,99,2,41,99,9999,99,1
2175,2021,11,18,4,3,4,7,1,101,6,6,1,48,3,9999,99,1
2176,2021,11,16,3,2,4,7,1,109,99,99,1,69,2,2001,4,1
2177,2021,11,16,3,2,4,7,1,111,99,99,4,38,1,2017,5,1
2178,2021,11,18,4,3,4,7,1,108,4,99,1,56,4,2008,4,1
2179,2021,11,6,2,1,4,7,6,609,99,99,6,19,5,9999,99,1
2180,2021,11,21,4,3,4,7,18,1801,99,99,4,18,4,9999,99,1
2181,2021,11,9,2,1,4,7,17,1713,99,99,4,76,1,9999,99,1
2182,2021,11,23,4,3,4,7,21,2107,99,99,4,27,1,9999,99,2
2183,2021,11,17,3,2,4,7,12,1207,99,99,5,999,3,9999,99,2
2184,2021,12,7,2,1,4,1,1,101,1,1,12,28,3,2004,4,1
2185,2021,12,22,4,3,4,1,1,101,16,16,4,27,5,9999,99,1
2186,2021,12,22,4,3,4,1,1,116,99,99,4,2,1,9999,99,1
2187,2021,12,20,4,3,4,1,21,2102,99,99,4,999,99,9999,99,1
2188,2021,12,8,2,1,4,1,20,2009,99,99,1,69,2,9999,99,1
2189,2021,12,9,2,1,4,1,19,1905,99,99,6,19,2,9999,99,1
2190,2021,12,15,3,2,4,1,5,505,99,99,1,69,5,9999,99,1
2191,2021,12,11,2,1,4,1,17,1710,99,99,99,999,99,9999,99,1
2192,2021,12,13,3,2,4,1,4,408,99,99,3,69,3,1986,2,3
2193,2021,13,15,3,2,4,2,1,101,16,16,1,52,4,1999,3,1
2194,2021,13,15,3,2,4,2,1,101,5,5,1,56,4,2004,4,1
2195,2021,13,1,1,1,4,2,1,101,5,5,4,32,1,9999,99,2
2196,2021,13,4,1,1,4,2,1,115,12,99,6,19,2,2003,4,1
2197,2021,13,16,3,2,4,2,1,115,3,99,2,27,7,9999,99,2
2198,2021,13,21,4,3,4,2,1,114,99,99,1,48,4,9999,99,1
2199,2021,13,23,4,3,4,2,1,116,99,99,3,48,4,9999,99,1
2200,2021,13,7,2,1,4,2,1,108,4,99,1,90,3,2006,4,1
2201,2021,13,13,3,2,4,2,22,2217,99,99,4,67,3,9999,99,6
2202,2021,13,14,3,2,4,2,22,2212,99,99,3,69,4,9999,99,1
2203,2021,13,19,4,3,4,2,5,510,99,99,4,67,3,9999,99,1
2204,2021,13,21,4,3,4,2,5,501,99,99,1,69,4,9999,99,1
2205,2021,13,11,2,1,4,2,5,511,99,99,5,30,14,9999,99,2
2206,2021,13,18,4,3,4,2,10,1016,99,99,6,19,6,1998,3,2
2207,2021,13,17,3,2,4,2,9,914,99,99,5,999,99,9999,99,1
2208,2021,13,17,3,2,4,2,16,1606,99,99,5,26,2,1998,3,1
2209,2021,13,15,3,2,4,2,18,1801,99,99,4,6,4,9999,99,1
2210,2021,13,17,3,2,4,2,7,705,99,99,9,999,99,9999,99,1
2211,2021,13,1,1,1,4,2,7,701,1,99,4,27,14,9999,99,3
2212,2021,13,16,3,2,4,2,3,301,99,99,3,69,99,9999,99,6
2213,2021,14,5,1,1,4,3,1,101,9,9,4,27,5,2019,5,1
2214,2021,14,21,4,3,4,3,1,101,5,5,1,27,5,2006,4,1
2215,2021,14,7,2,1,4,3,1,115,5,99,4,6,5,2021,6,1
2216,2021,14,7,2,1,4,3,1,108,7,99,4,6,5,9999,99,1
2217,2021,14,21,4,3,4,3,19,1905,99,99,5,26,2,9999,99,1
2218,2021,14,3,1,1,4,3,5,508,99,99,3,52,4,9999,99,3
2219,2021,14,20,4,3,4,3,6,611,99,99,9,69,1,9999,99,1
2220,2021,14,16,3,2,4,3,12,1215,1,99,3,69,6,1998,3,3
2221,2021,14,8,2,1,4,3,15,1502,99,99,4,67,3,2006,4,1
2222,2021,14,19,4,3,4,3,18,1801,99,99,5,999,99,9999,99,1
2223,2021,14,11,2,1,4,3,17,1711,99,99,1,69,2,1987,2,1
2224,2021,14,15,3,2,4,3,3,312,99,99,1,10,4,9999,99,1
2225,2021,14,6,2,1,4,3,3,307,99,99,4,27,5,9999,99,1
2226,2021,15,8,2,1,4,4,1,107,99,99,12,17,11,1994,3,1
2227,2021,15,12,3,2,4,4,1,116,1,99,4,67,5,9999,99,1
2228,2021,15,18,4,3,4,4,1,115,1,99,4,32,1,2020,6,1
2229,2021,15,21,4,3,4,4,19,1901,99,99,4,190,2,9999,99,1
2230,2021,15,8,2,1,4,4,5,509,99,99,6,30,2,2001,4,1
2231,2021,15,12,3,2,4,4,5,501,99,99,6,30,7,9999,99,1
2232,2021,15,21,4,3,4,4,5,506,1,99,4,39,5,9999,99,1
2233,2021,15,16,3,2,4,4,5,501,99,99,5,74,2,2007,4,2
2234,2021,15,23,4,3,4,4,10,1003,99,99,4,3,3,9999,99,1
2235,2021,15,21,4,3,4,4,8,801,4,99,1,61,11,9999,99,1
2236,2021,15,20,4,3,4,4,15,1502,99,99,4,6,1,9999,99,6
2237,2021,15,0,1,1,4,4,17,1704,99,99,4,2,2,2019,5,6
2238,2021,15,11,2,1,4,4,14,1420,99,99,2,48,4,9999,99,3
2239,2021,15,23,4,3,4,4,19,1901,99,99,4,18,5,2019,5,1
2240,2021,16,2,1,1,4,5,1,101,1,1,6,30,2,2012,5,1
2241,2021,16,21,4,3,4,5,1,101,17,17,4,76,2,2018,5,6
2242,2021,16,8,2,1,4,5,1,101,13,13,1,69,4,2001,4,1
2243,2021,16,18,4,3,4,5,1,101,15,15,4,999,99,9999,99,2
2244,2021,16,22,4,3,4,5,1,102,99,99,1,8,2,2007,4,1
2245,2021,16,7,2,1,4,5,1,101,12,12,1,41,1,2014,5,1
2246,2021,16,0,1,1,4,5,1,115,4,99,1,27,9,9999,99,2
2247,2021,16,7,2,1,4,5,1,115,1,99,4,67,1,9999,99,6
2248,2021,16,21,4,3,4,5,1,116,1,99,4,2,5,9999,99,6
2249,2021,16,21,4,3,4,5,1,114,99,99,4,999,99,9999,99,2
2250,2021,16,21,4,3,4,5,1,115,5,99,1,48,4,2012,5,1
2251,2021,16,12,3,2,4,5,1,108,8,99,1,999,99,9999,99,1
2252,2021,16,23,4,3,4,5,22,2203,99,99,3,69,2,2018,5,1
2253,2021,16,21,4,3,4,5,20,2007,99,99,1,73,2,2011,5,1
2254,2021,16,20,4,3,4,5,19,1905,99,99,2,34,3,2002,4,1
2255,2021,16,19,4,3,4,5,5,501,99,99,4,3,5,2015,5,1
2256,2021,16,23,4,3,4,5,5,502,99,99,4,87,2,9999,99,1
2257,2021,16,18,4,3,4,5,6,602,99,99,14,6,1,9999,99,1
2258,2021,16,22,4,3,4,5,9,901,2,99,3,69,1,1985,2,1
2259,2021,16,19,4,3,4,5,12,1202,99,99,4,18,5,2018,5,1
2260,2021,16,15,3,2,4,5,13,1301,99,99,5,999,99,9999,99,1
2261,2021,16,17,3,2,4,5,8,802,99,99,6,30,2,2008,4,1
2262,2021,16,19,4,3,4,5,15,1503,99,99,4,67,5,9999,99,1
2263,2021,16,18,4,3,4,5,17,1704,99,99,2,28,2,2005,4,2
