num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,zona_ciudad,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
6395,2021,3,18,4,3,10,7,17,1701,99,99,4,6,9,9999,99,5
6396,2021,3,18,4,3,10,7,1,101,6,6,1,10,4,9999,99,5
6397,2021,3,16,3,2,10,7,1,116,99,99,1,999,99,9999,99,5
6398,2021,3,20,4,3,10,7,1,116,99,99,1,999,99,9999,99,5
6399,2021,3,21,4,3,10,7,1,101,5,5,1,999,99,9999,99,5
6400,2021,3,14,3,2,10,7,18,1804,99,99,3,999,99,9999,99,5
6401,2021,4,8,2,1,10,1,1,101,18,18,4,25,5,2019,5,5
6402,2021,4,20,4,3,10,1,1,101,18,18,1,999,99,9999,99,5
6403,2021,4,19,4,3,10,1,1,102,99,99,1,50,5,9999,99,5
6404,2021,4,19,4,3,10,1,1,116,99,99,1,999,99,9999,99,5
6405,2021,4,21,4,3,10,1,20,2001,99,99,3,69,11,2001,4,5
6406,2021,4,11,2,1,10,1,5,502,99,99,4,64,1,2020,6,5
6407,2021,4,7,2,1,10,1,11,1107,99,99,4,76,5,2020,6,5
6408,2021,4,0,1,1,10,1,11,1104,99,99,2,27,7,2008,4,5
6409,2021,4,19,4,3,10,1,16,1615,99,99,3,69,99,9999,99,5
6410,2021,4,0,1,1,10,1,18,1803,99,99,1,999,99,9999,99,5
6411,2021,4,20,4,3,10,1,18,1803,99,99,1,999,99,9999,99,5
6412,2021,4,17,3,2,10,1,3,314,99,99,3,56,99,2001,4,5
6413,2021,5,12,3,2,10,2,13,1327,99,99,5,26,2,2003,4,5
6414,2021,5,11,2,1,10,2,13,1301,99,99,4,54,1,9999,99,5
6415,2021,5,8,2,1,10,2,3,312,99,99,4,999,99,9999,99,5
6416,2021,6,16,3,2,10,3,1,101,10,10,1,28,8,2002,4,5
6417,2021,6,14,3,2,10,3,1,110,99,99,4,100,5,2016,5,5
6418,2021,6,15,3,2,10,3,22,2211,99,99,4,18,5,9999,99,5
6419,2021,6,13,3,2,10,3,21,2101,99,99,5,23,2,1995,3,5
6420,2021,7,3,1,1,10,4,17,1714,99,99,99,999,99,9999,99,5
6421,2021,7,12,3,2,10,4,9,901,3,99,1,69,1,2007,4,5
6422,2021,7,15,3,2,10,4,1,116,3,99,2,69,3,2007,4,5
6423,2021,7,20,4,3,10,4,1,108,1,99,2,999,99,9999,99,5
6424,2021,7,16,3,2,10,4,1,101,6,6,4,999,99,9999,99,5
6425,2021,8,19,4,3,10,5,1,101,12,12,99,999,99,9999,99,5
6426,2021,8,23,4,3,10,5,1,101,7,7,99,999,99,9999,99,5
6427,2021,8,17,3,2,10,5,5,501,1,99,4,6,2,9999,99,5
6428,2021,9,19,4,3,10,6,2,203,99,99,99,999,99,9999,99,5
6429,2021,9,20,4,3,10,6,1,116,99,99,4,76,3,9999,99,5
6430,2021,9,0,1,1,10,6,1,101,11,11,99,999,99,9999,99,5
6431,2021,9,5,1,1,10,6,5,501,99,99,99,999,99,9999,99,5
6432,2021,9,15,3,2,10,6,6,606,99,99,99,999,99,9999,99,5
6433,2021,10,18,4,3,10,7,1,101,7,7,4,999,99,9999,99,5
6434,2021,10,23,4,3,10,7,1,108,8,99,1,48,4,9999,99,5
6435,2021,10,23,4,3,10,7,5,501,99,99,4,999,99,9999,99,5
6436,2021,10,13,3,2,10,7,9,901,3,99,1,999,2,9999,99,5
6437,2021,10,5,1,1,10,7,8,801,99,99,99,999,99,9999,99,5
6438,2021,10,20,4,3,10,7,4,403,2,99,4,32,1,2021,6,5
6439,2021,11,15,3,2,10,1,1,101,1,1,1,69,2,2012,5,5
6440,2021,11,19,4,3,10,1,18,1805,99,99,99,999,99,9999,99,5
6441,2021,11,23,4,3,10,1,5,512,99,99,4,999,99,9999,99,5
6442,2021,11,13,3,2,10,1,12,1215,99,99,3,69,2,9999,99,5
6443,2021,12,19,4,3,10,2,1,101,19,19,1,999,99,9999,99,5
6444,2021,12,10,2,1,10,2,5,502,1,99,12,999,7,9999,99,5
6445,2021,12,16,3,2,10,2,5,502,99,99,4,6,1,9999,99,5
6446,2021,12,7,2,1,10,2,3,304,99,99,4,25,5,2022,6,5
6447,2021,13,8,2,1,10,3,1,108,1,99,4,6,5,9999,99,5
6448,2021,13,18,4,3,10,3,16,1601,5,99,4,67,5,9999,99,5
6449,2021,13,19,4,3,10,3,16,1609,99,99,2,52,3,2004,4,5
6450,2021,13,20,4,3,10,3,1,101,6,6,99,999,99,9999,99,5
6451,2021,14,17,3,2,10,4,1,109,1,99,1,41,4,2016,5,5
6452,2021,14,19,4,3,10,4,1,101,10,10,1,8,5,9999,99,5
6453,2021,15,23,4,3,10,5,1,101,2,2,1,999,99,9999,99,5
6454,2021,15,1,1,1,10,5,1,103,4,99,1,52,3,2004,4,5
6455,2021,15,15,3,2,10,5,1,101,13,13,12,30,6,1991,3,5
6456,2021,15,15,3,2,10,5,1,101,13,13,4,32,3,9999,99,5
6457,2021,15,23,4,3,10,5,1,102,99,99,1,999,99,9999,99,5
6458,2021,15,20,4,3,10,5,1,114,99,99,2,27,1,1998,3,5
6459,2021,15,12,3,2,10,5,1,108,1,99,3,999,99,9999,99,5
6460,2021,16,21,4,3,10,6,1,101,7,7,2,52,3,2007,4,5
6461,2021,16,11,2,1,10,6,1,115,3,99,4,6,1,2021,6,5
6462,2021,16,19,4,3,10,6,1,114,99,99,99,999,99,2007,4,5
6463,2021,16,23,4,3,10,6,19,1901,99,99,1,999,99,9999,99,5
6464,2021,16,19,4,3,10,6,10,1021,99,99,3,69,4,9999,99,5
6465,2021,16,21,4,3,10,6,11,1107,99,99,1,999,99,9999,99,5
6466,2021,16,20,4,3,10,6,16,1601,99,99,2,999,4,9999,99,5
6467,2021,17,8,2,1,10,7,1,110,99,99,1,27,9,9999,99,5
6468,2021,17,5,1,1,10,7,5,511,99,99,1,999,99,9999,99,5
6469,2021,17,17,3,2,10,7,17,1709,99,99,1,999,99,9999,99,5
6470,2021,17,20,4,3,10,7,1,114,99,99,1,999,99,9999,99,5
6471,2021,17,18,4,3,10,7,1,108,11,99,1,27,4,2012,5,5
6472,2021,18,21,4,3,10,1,1,101,6,6,1,999,99,9999,99,5
6473,2021,18,19,4,3,10,1,1,116,2,99,4,999,99,9999,99,5
6474,2021,18,19,4,3,10,1,5,513,99,99,1,999,99,9999,99,5
6475,2021,18,10,2,1,10,1,2,208,99,99,3,999,99,9999,99,5
6476,2021,19,19,4,3,10,2,5,513,99,99,1,999,99,9999,99,5
6477,2021,19,7,2,1,10,2,17,1701,99,99,5,999,99,9999,99,5
6478,2021,19,17,3,2,10,2,11,1108,99,99,4,27,1,9999,99,5
6479,2021,19,19,4,3,10,2,1,101,3,3,1,69,9,1990,3,5
6480,2021,19,18,4,3,10,2,1,108,3,99,1,999,99,9999,99,5
6481,2021,19,18,4,3,10,2,11,1102,99,99,1,999,99,9999,99,5
6482,2021,19,19,4,3,10,2,1,108,4,99,1,999,99,9999,99,5
6483,2021,20,21,4,3,10,3,1,116,3,99,3,999,99,9999,99,5
6484,2021,21,19,4,3,10,4,1,101,1,1,99,41,5,9999,99,5
6485,2021,21,21,4,3,10,4,1,101,12,12,1,27,3,2006,4,5
6486,2021,21,21,4,3,10,4,20,2001,99,99,1,999,99,9999,99,5
6487,2021,21,0,1,1,10,4,9,901,1,99,4,27,5,9999,99,5
6488,2021,22,17,3,2,10,5,8,801,4,99,5,999,99,9999,99,5
6489,2021,22,19,4,3,10,5,3,301,99,99,1,999,99,9999,99,5
6490,2021,23,18,4,3,10,6,1,101,6,6,99,999,99,9999,99,5
6491,2021,23,23,4,3,10,6,1,103,3,99,99,999,99,9999,99,5
6492,2021,23,6,2,1,10,6,1,101,16,16,99,999,99,9999,99,5
6493,2021,23,21,4,3,10,6,1,115,5,99,4,3,1,9999,99,5
6494,2021,23,2,1,1,10,6,1,110,99,99,4,2,3,2022,6,5
6495,2021,23,14,3,2,10,6,1,108,11,99,4,64,2,9999,99,5
6496,2021,23,21,4,3,10,6,5,507,99,99,4,999,99,9999,99,5
6497,2021,23,2,1,1,10,6,7,701,99,99,1,27,3,9999,99,5
6498,2021,24,18,4,3,10,7,1,101,7,7,99,999,99,9999,99,5
6499,2021,24,18,4,3,10,7,1,114,99,99,1,10,3,1999,3,5
6500,2021,24,4,1,1,10,7,5,502,99,99,99,999,99,9999,99,5
6501,2021,24,21,4,3,10,7,5,501,99,99,4,6,1,9999,99,5
6502,2021,24,22,4,3,10,7,6,602,99,99,4,18,4,2016,5,5
6503,2021,24,0,1,1,10,7,12,1216,99,99,4,27,2,9999,99,5
6504,2021,24,19,4,3,10,7,12,1230,99,99,99,999,99,9999,99,5
6505,2021,24,21,4,3,10,7,15,1501,99,99,9,999,99,9999,99,5
6506,2021,24,18,4,3,10,7,18,1804,99,99,4,64,5,9999,99,5
6507,2021,24,22,4,3,10,7,5,509,99,99,99,999,99,9999,99,5
6508,2021,25,19,4,3,10,1,1,115,99,99,1,48,4,2014,5,5
6509,2021,25,2,1,1,10,1,1,108,8,99,1,999,99,9999,99,5
6510,2021,25,3,1,1,10,1,1,108,1,99,99,999,99,9999,99,5
6511,2021,25,7,2,1,10,1,22,2202,99,99,9,999,99,9999,99,5
6512,2021,25,9,2,1,10,1,22,2202,99,99,4,18,4,2004,4,5
6513,2021,25,18,4,3,10,1,21,2101,2,99,4,999,99,9999,99,5
6514,2021,25,22,4,3,10,1,5,509,99,99,99,999,99,9999,99,5
6515,2021,25,20,4,3,10,1,17,1712,99,99,4,18,99,9999,99,5
6516,2021,26,11,2,1,10,2,1,115,99,99,6,88,2,2003,4,5
6517,2021,26,19,4,3,10,2,1,114,99,99,4,999,99,9999,99,5
6518,2021,26,15,3,2,10,2,5,507,99,99,4,999,99,9999,99,5
6519,2021,26,14,3,2,10,2,12,1217,1,99,6,19,3,1998,3,5
6520,2021,26,19,4,3,10,2,17,1710,99,99,4,999,99,9999,99,5
6521,2021,26,19,4,3,10,2,4,416,99,99,1,69,4,9999,99,5
6522,2021,26,20,4,3,10,2,3,315,4,99,1,999,1,9999,99,5
6523,2021,27,18,4,3,10,3,1,101,1,1,2,41,9,9999,99,5
6524,2021,27,16,3,2,10,3,1,108,3,99,4,2,4,9999,99,5
6525,2021,27,22,4,3,10,3,20,2001,99,99,99,999,99,9999,99,5
6526,2021,27,17,3,2,10,3,9,903,99,99,1,999,6,9999,99,5
6527,2021,27,21,4,3,10,3,14,1413,99,99,9,999,99,9999,99,5
6528,2021,27,17,3,2,10,3,3,312,99,99,99,999,99,9999,99,5
6529,2021,28,10,2,1,10,4,1,101,17,17,1,999,99,9999,99,5
6530,2021,28,21,4,3,10,4,16,1604,99,99,4,999,99,9999,99,5
6531,2021,28,21,4,3,10,4,1,109,99,99,1,999,99,9999,99,5
6532,2021,29,15,3,2,10,5,1,108,8,99,4,999,3,9999,99,5
6533,2021,29,0,1,1,10,5,10,1010,99,99,4,18,1,9999,99,5
6534,2021,30,14,3,2,10,6,1,113,99,99,4,25,14,9999,99,5
6535,2021,30,11,2,1,10,6,1,101,7,7,4,2,4,2022,6,5
6536,2021,30,22,4,3,10,6,1,115,12,99,3,56,2,9999,99,5
6537,2021,30,12,3,2,10,6,1,115,4,99,4,999,99,9999,99,5
6538,2021,30,16,3,2,10,6,1,117,12,99,1,999,99,9999,99,5
6539,2021,30,17,3,2,10,6,3,308,99,99,1,27,4,2014,5,5
6540,2021,31,5,1,1,10,7,6,608,99,99,1,999,99,9999,99,5
6541,2021,31,20,4,3,10,7,9,901,1,99,4,25,3,2021,6,5
6542,2021,31,4,1,1,10,7,7,717,1,99,1,999,99,9999,99,5
6543,2021,31,6,2,1,10,7,7,704,99,99,1,999,99,9999,99,5
6544,2021,31,11,2,1,10,7,3,313,99,99,1,56,4,2012,5,5
6545,2021,1,12,3,2,11,1,1,101,18,18,5,999,99,9999,99,1
6546,2021,1,23,4,3,11,1,1,101,18,18,1,69,5,1998,3,1
6547,2021,1,20,4,3,11,1,1,101,18,18,4,999,99,9999,99,6
6548,2021,1,22,4,3,11,1,1,105,99,99,4,999,99,9999,99,1
6549,2021,1,19,4,3,11,1,1,101,6,6,4,999,99,9999,99,2
6550,2021,1,0,1,1,11,1,1,101,5,5,4,999,99,9999,99,6
6551,2021,1,0,1,1,11,1,1,101,12,12,2,69,5,2014,5,6
6552,2021,1,2,1,1,11,1,1,101,12,12,4,67,1,2018,5,1
6553,2021,1,1,1,1,11,1,1,116,99,99,4,6,5,9999,99,6
6554,2021,1,13,3,2,11,1,1,114,99,99,4,27,5,9999,99,6
6555,2021,1,17,3,2,11,1,1,116,99,99,2,69,6,9999,99,2
6556,2021,1,15,3,2,11,1,1,108,3,99,4,190,5,2021,6,1
6557,2021,1,20,4,3,11,1,22,2203,99,99,12,50,2,2009,4,1
6558,2021,1,16,3,2,11,1,19,1906,99,99,6,19,5,2006,4,1
6559,2021,1,20,4,3,11,1,6,602,99,99,4,6,1,9999,99,1
6560,2021,1,18,4,3,11,1,6,602,99,99,14,999,1,9999,99,1
6561,2021,1,20,4,3,11,1,5,511,99,99,2,56,3,2005,4,1
6562,2021,1,22,4,3,11,1,5,502,99,99,4,76,6,9999,99,2
6563,2021,1,18,4,3,11,1,11,1101,99,99,1,69,3,9999,99,1
6564,2021,1,20,4,3,11,1,11,1101,99,99,4,27,99,9999,99,6
6565,2021,1,18,4,3,11,1,13,1306,99,99,12,17,6,1982,2,1
6566,2021,1,17,3,2,11,1,8,808,99,99,1,69,99,9999,99,1
6567,2021,1,17,3,2,11,1,4,410,99,99,2,17,9,9999,99,1
6568,2021,2,15,3,2,11,2,1,101,9,9,4,6,5,2022,6,1
6569,2021,2,19,4,3,11,2,1,101,10,10,1,56,2,2016,5,1
6570,2021,2,22,4,3,11,2,1,101,5,5,4,999,99,9999,99,1
6571,2021,2,8,2,1,11,2,1,101,7,7,3,52,4,2015,5,1
6572,2021,2,17,3,2,11,2,1,101,12,12,12,999,7,9999,99,1
6573,2021,2,19,4,3,11,2,1,115,3,99,1,41,4,9999,99,1
6574,2021,2,14,3,2,11,2,1,110,99,99,9,28,1,2001,4,1
6575,2021,2,21,4,3,11,2,1,108,10,99,1,52,4,1997,3,1
6576,2021,2,18,4,3,11,2,20,2002,99,99,3,69,2,2014,5,1
6577,2021,2,22,4,3,11,2,22,2201,99,99,4,6,5,9999,99,6
6578,2021,2,20,4,3,11,2,19,1901,99,99,4,999,99,9999,99,6
6579,2021,2,8,2,1,11,2,11,1101,99,99,2,17,5,9999,99,1
6580,2021,3,10,2,1,11,3,1,101,9,9,1,27,4,2004,4,1
6581,2021,3,23,4,3,11,3,1,101,5,5,1,52,2,2008,4,1
6582,2021,3,1,1,1,11,3,1,101,13,13,4,6,4,2021,6,6
6583,2021,3,8,2,1,11,3,1,101,13,13,4,100,5,2020,6,1
6584,2021,3,11,2,1,11,3,1,101,13,13,1,999,99,9999,99,1
6585,2021,3,19,4,3,11,3,1,101,10,10,2,27,11,2002,4,1
6586,2021,3,0,1,1,11,3,1,101,13,13,4,999,99,9999,99,6
6587,2021,3,7,2,1,11,3,1,101,15,15,4,6,3,2015,5,1
6588,2021,3,9,2,1,11,3,1,101,7,7,1,4,4,2009,4,1
6589,2021,3,6,2,1,11,3,1,116,99,99,4,999,99,9999,99,1
6590,2021,3,14,3,2,11,3,1,115,99,99,5,999,2,9999,99,2
6591,2021,3,21,4,3,11,3,1,117,7,99,1,69,4,2006,4,1
6592,2021,3,12,3,2,11,3,1,110,1,99,9,69,6,2006,4,2
6593,2021,3,23,4,3,11,3,1,108,2,99,4,25,5,9999,99,6
6594,2021,3,14,3,2,11,3,22,2201,99,99,4,32,1,9999,99,1
6595,2021,3,6,2,1,11,3,13,1302,99,99,9,69,2,9999,99,2
6596,2021,3,20,4,3,11,3,8,802,99,99,2,48,4,9999,99,3
6597,2021,3,18,4,3,11,3,18,1802,99,99,6,19,3,9999,99,1
6598,2021,4,9,2,1,11,4,1,101,2,2,1,52,6,1995,3,1
6599,2021,4,9,2,1,11,4,1,101,1,1,99,999,99,9999,99,1
6600,2021,4,7,2,1,11,4,1,115,1,99,5,56,2,1998,3,1
6601,2021,4,18,4,3,11,4,1,114,99,99,4,999,99,9999,99,1
6602,2021,4,15,3,2,11,4,1,108,5,99,1,73,4,2006,4,1
6603,2021,4,21,4,3,11,4,1,108,5,99,5,999,99,9999,99,1
6604,2021,4,14,3,2,11,4,5,511,99,99,3,999,4,9999,99,1
6605,2021,4,13,3,2,11,4,5,501,99,99,2,69,2,1998,3,1
6606,2021,4,16,3,2,11,4,9,901,99,99,5,26,2,2019,5,1
6607,2021,4,19,4,3,11,4,7,713,99,99,2,69,11,9999,99,7
6608,2021,4,12,3,2,11,4,3,314,99,99,6,19,6,9999,99,1
6609,2021,5,20,4,3,11,5,1,107,99,99,4,999,99,9999,99,6
6610,2021,5,20,4,3,11,5,1,101,13,13,2,69,1,2015,5,1
6611,2021,5,0,1,1,11,5,1,101,12,12,5,41,3,2006,4,1
6612,2021,5,18,4,3,11,5,1,108,1,99,4,76,1,9999,99,6
6613,2021,5,18,4,3,11,5,11,1104,99,99,4,27,5,9999,99,6
6614,2021,5,17,3,2,11,5,16,1601,99,99,2,69,5,2003,4,1
6615,2021,5,19,4,3,11,5,18,1801,99,99,2,27,4,9999,99,1
6616,2021,5,22,4,3,11,5,17,1714,99,99,99,999,99,9999,99,1
6617,2021,5,20,4,3,11,5,4,416,99,99,2,52,3,2001,4,1
6618,2021,5,18,4,3,11,5,4,416,99,99,5,30,2,2004,4,1
6619,2021,5,8,2,1,11,5,3,306,99,99,1,48,2,2010,5,1
6620,2021,6,20,4,3,11,6,1,101,1,1,1,69,5,2008,4,1
6621,2021,6,9,2,1,11,6,1,101,1,1,4,6,5,2021,6,1
6622,2021,6,21,4,3,11,6,1,101,18,18,1,999,99,9999,99,1
6623,2021,6,20,4,3,11,6,1,101,6,6,4,20,3,9999,99,6
6624,2021,6,1,1,1,11,6,1,101,10,10,1,48,3,2012,5,1
6625,2021,6,13,3,2,11,6,1,102,9,99,4,6,2,2021,6,1
6626,2021,6,0,1,1,11,6,1,101,12,12,4,32,3,2016,5,6
6627,2021,6,7,2,1,11,6,1,101,11,11,3,69,1,1992,3,1
6628,2021,6,20,4,3,11,6,1,116,99,99,4,75,3,2009,4,6
6629,2021,6,22,4,3,11,6,1,116,99,99,1,27,99,9999,99,1
6630,2021,6,22,4,3,11,6,1,115,99,99,1,27,4,2008,4,1
6631,2021,6,9,2,1,11,6,1,114,99,99,1,28,10,2022,6,1
6632,2021,6,16,3,2,11,6,1,108,3,99,1,8,4,2013,5,1
6633,2021,6,22,4,3,11,6,1,110,99,99,4,999,99,9999,99,6
6634,2021,6,20,4,3,11,6,21,2101,99,99,3,52,4,2007,4,1
6635,2021,6,20,4,3,11,6,19,1906,99,99,4,999,1,9999,99,1
6636,2021,6,23,4,3,11,6,5,501,99,99,4,3,5,9999,99,1
6637,2021,6,19,4,3,11,6,5,501,99,99,4,32,5,9999,99,6
6638,2021,6,13,3,2,11,6,6,601,99,99,1,17,4,2007,4,1
6639,2021,6,17,3,2,11,6,10,1001,99,99,9,9,2,2019,5,1
6640,2021,6,4,1,1,11,6,10,1001,99,99,22,6,1,9999,99,1
6641,2021,6,23,4,3,11,6,11,1105,99,99,4,6,5,9999,99,6
6642,2021,6,8,2,1,11,6,9,920,99,99,3,69,5,9999,99,1
6643,2021,6,19,4,3,11,6,13,1301,1,99,4,999,99,9999,99,1
6644,2021,6,21,4,3,11,6,13,1301,9,99,4,54,99,9999,99,1
6645,2021,6,12,3,2,11,6,16,1609,99,99,12,28,4,9999,99,7
6646,2021,6,19,4,3,11,6,15,1507,99,99,4,76,1,9999,99,1
6647,2021,6,19,4,3,11,6,17,1710,99,99,4,67,1,9999,99,1
6648,2021,6,18,4,3,11,6,17,1709,99,99,4,999,99,9999,99,6
6649,2021,6,21,4,3,11,6,4,404,99,99,4,67,3,2017,5,1
6650,2021,6,20,4,3,11,6,4,401,99,99,99,999,6,2004,4,1
6651,2021,6,11,2,1,11,6,3,312,99,99,5,31,2,9999,99,1
6652,2021,7,13,3,2,11,7,1,101,6,6,1,69,2,2007,4,1
6653,2021,7,18,4,3,11,7,1,101,18,18,4,999,99,9999,99,1
6654,2021,7,20,4,3,11,7,1,107,99,99,4,999,99,9999,99,1
6655,2021,7,1,1,1,11,7,1,101,10,10,1,48,4,2015,5,1
6656,2021,7,21,4,3,11,7,1,101,5,5,1,52,3,2009,4,1
6657,2021,7,15,3,2,11,7,1,103,99,99,3,69,3,9999,99,3
6658,2021,7,20,4,3,11,7,1,114,99,99,1,52,9,9999,99,1
6659,2021,7,3,1,1,11,7,1,116,99,99,4,67,99,2018,5,6
6660,2021,7,1,1,1,11,7,21,2106,99,99,4,999,99,9999,99,6
6661,2021,7,18,4,3,11,7,20,2009,99,99,4,3,1,9999,99,1
6662,2021,7,3,1,1,11,7,19,1906,99,99,2,69,4,9999,99,1
6663,2021,7,6,2,1,11,7,19,1905,99,99,5,41,3,2020,6,1
6664,2021,7,0,1,1,11,7,5,509,99,99,4,6,5,9999,99,6
6665,2021,7,18,4,3,11,7,5,501,99,99,4,32,3,2015,5,1
6666,2021,7,19,4,3,11,7,6,601,99,99,4,999,99,9999,99,6
6667,2021,7,22,4,3,11,7,17,1712,99,99,1,999,5,2012,5,1
6668,2021,7,1,1,1,11,7,17,1703,99,99,1,48,2,9999,99,1
6669,2021,7,21,4,3,11,7,14,1401,3,99,2,27,11,2005,4,1
6670,2021,7,15,3,2,11,7,7,704,99,99,3,31,1,9999,99,1
6671,2021,7,9,2,1,11,7,3,301,99,99,2,28,4,9999,99,1
6672,2021,7,17,3,2,11,7,3,301,99,99,9,41,9,2003,4,1
6673,2021,8,20,4,3,11,1,1,101,1,1,4,6,5,2017,5,1
6674,2021,8,10,2,1,11,1,1,101,10,10,1,27,4,2012,5,1
6675,2021,8,20,4,3,11,1,1,114,99,99,2,17,2,9999,99,1
6676,2021,8,10,2,1,11,1,5,509,99,99,6,999,7,9999,99,1
6677,2021,8,17,3,2,11,1,5,501,99,99,3,48,4,9999,99,1
6678,2021,8,18,4,3,11,1,9,901,99,99,6,19,2,9999,99,1
6679,2021,8,21,4,3,11,1,18,1801,99,99,4,67,5,9999,99,1
6680,2021,8,14,3,2,11,1,14,1421,99,99,3,999,1,9999,99,2
6681,2021,8,4,1,1,11,1,7,709,99,99,5,999,5,9999,99,2
6682,2021,8,23,4,3,11,1,4,415,99,99,4,6,3,9999,99,1
6683,2021,8,17,3,2,11,1,4,403,99,99,2,69,3,9999,99,1
6684,2021,9,15,3,2,11,2,1,107,99,99,4,76,5,9999,99,1
6685,2021,9,17,3,2,11,2,1,101,10,10,1,999,99,9999,99,1
6686,2021,9,12,3,2,11,2,1,101,11,11,2,27,3,2015,5,1
6687,2021,9,13,3,2,11,2,1,114,5,99,3,17,2,9999,99,1
6688,2021,9,14,3,2,11,2,1,114,3,99,1,999,99,9999,99,1
6689,2021,9,18,4,3,11,2,1,117,7,99,1,69,4,9999,99,1
6690,2021,9,23,4,3,11,2,1,115,2,99,1,999,99,9999,99,3
6691,2021,9,6,2,1,11,2,20,2001,99,99,1,69,4,9999,99,1
6692,2021,9,18,4,3,11,2,9,901,3,99,2,52,4,9999,99,1
6693,2021,9,20,4,3,11,2,13,1301,99,99,3,999,99,9999,99,1
6694,2021,9,10,2,1,11,2,13,1301,99,99,6,19,3,9999,99,1
6695,2021,9,11,2,1,11,2,16,1613,99,99,3,69,1,1981,2,1
6696,2021,9,21,4,3,11,2,16,1601,99,99,5,52,2,1995,3,7
6697,2021,9,21,4,3,11,2,2,203,99,99,5,31,2,9999,99,1
6698,2021,9,23,4,3,11,2,18,1803,99,99,4,32,1,9999,99,1
6699,2021,9,22,4,3,11,2,14,1401,99,99,2,27,5,9999,99,2
6700,2021,9,8,2,1,11,2,7,705,99,99,1,69,99,9999,99,1
6701,2021,9,11,2,1,11,2,7,705,99,99,5,999,99,9999,99,1
6702,2021,9,23,4,3,11,2,3,301,99,99,4,999,4,9999,99,1
6703,2021,9,16,3,2,11,2,3,308,99,99,5,23,2,9999,99,2
6704,2021,10,7,2,1,11,3,1,101,18,18,2,27,6,9999,99,1
6705,2021,10,10,2,1,11,3,1,102,99,99,1,69,4,9999,99,1
6706,2021,10,17,3,2,11,3,1,108,4,99,1,10,5,9999,99,1
6707,2021,10,10,2,1,11,3,1,110,99,99,4,2,1,9999,99,1
6708,2021,10,19,4,3,11,3,1,115,1,99,3,999,99,9999,99,1
6709,2021,10,22,4,3,11,3,1,115,2,99,1,69,5,9999,99,1
6710,2021,10,18,4,3,11,3,1,117,99,99,4,999,99,9999,99,6
6711,2021,10,17,3,2,11,3,3,301,99,99,2,34,5,1998,3,1
6712,2021,10,17,3,2,11,3,5,501,99,99,4,6,5,2018,5,1
6713,2021,10,13,3,2,11,3,6,610,99,99,4,1,4,9999,99,2
6714,2021,10,15,3,2,11,3,12,1222,99,99,4,54,3,2013,5,1
6715,2021,10,10,2,1,11,3,16,1601,99,99,3,84,1,2020,6,1
6716,2021,10,23,4,3,11,3,16,1601,99,99,1,48,6,9999,99,1
6717,2021,10,21,4,3,11,3,19,1901,99,99,13,999,99,9999,99,1
6718,2021,10,10,2,1,11,3,19,1901,99,99,4,67,99,9999,99,6
6719,2021,10,21,4,3,11,3,21,2101,99,99,4,32,1,2018,5,1
6720,2021,10,12,3,2,11,3,21,2102,99,99,3,2,1,9999,99,3
6721,2021,11,4,1,1,11,4,1,101,11,11,4,999,5,9999,99,6
6722,2021,11,12,3,2,11,4,16,1601,99,99,3,999,99,9999,99,1
6723,2021,11,12,3,2,11,4,22,2217,99,99,4,64,1,9999,99,1
6724,2021,11,12,3,2,11,4,6,614,99,99,1,48,99,9999,99,1
6725,2021,11,8,2,1,11,4,7,713,99,99,12,999,7,9999,99,1
6726,2021,11,12,3,2,11,4,14,1415,99,99,3,69,4,1989,2,1
6727,2021,11,17,3,2,11,4,1,108,3,99,1,27,4,2009,4,1
6728,2021,11,23,4,3,11,4,1,101,25,25,6,999,99,9999,99,1
6729,2021,11,6,2,1,11,4,1,116,99,99,99,999,99,9999,99,1
6730,2021,11,6,2,1,11,4,1,117,1,99,4,18,1,9999,99,1
6731,2021,12,15,3,2,11,5,1,101,9,9,11,52,2,2011,5,1
6732,2021,12,15,3,2,11,5,1,101,4,4,1,48,4,2019,5,1
6733,2021,12,5,1,1,11,5,1,101,13,13,3,17,6,9999,99,1
6734,2021,12,11,2,1,11,5,1,101,13,13,4,6,1,9999,99,1
6735,2021,12,2,1,1,11,5,1,101,11,11,4,67,1,9999,99,6
6736,2021,12,18,4,3,11,5,1,101,12,12,1,48,4,2007,4,1
6737,2021,12,21,4,3,11,5,1,101,11,11,4,32,1,9999,99,6
6738,2021,12,16,3,2,11,5,1,115,1,99,4,3,1,2021,6,1
6739,2021,12,16,3,2,11,5,1,115,5,99,4,27,5,9999,99,1
6740,2021,12,21,4,3,11,5,1,116,99,99,4,20,5,9999,99,1
6741,2021,12,21,4,3,11,5,1,114,99,99,4,999,99,9999,99,2
6742,2021,12,21,4,3,11,5,1,109,99,99,2,69,2,2005,4,1
6743,2021,12,23,4,3,11,5,1,108,4,99,4,999,99,9999,99,6
6744,2021,12,20,4,3,11,5,5,504,99,99,1,69,3,9999,99,2
6745,2021,12,17,3,2,11,5,13,1305,99,99,3,48,2,1998,3,1
6746,2021,12,10,2,1,11,5,17,1710,99,99,9,69,4,2015,5,2
6747,2021,12,0,1,1,11,5,4,414,1,99,1,56,4,1996,3,2
